x  y  conc vel  dir
  1.5000      1.5000      0.0000      2.3377      69.984    
  1.5000      4.5000      0.0000      2.3377      69.983    
  1.5000      7.5000      0.0000      2.3377      69.983    
  1.5000      10.500      0.0000      2.3377      69.983    
  1.5000      13.500      0.0000      2.3378      69.981    
  1.5000      16.500      0.0000      2.3378      69.981    
  1.5000      19.500      0.0000      2.3377      69.981    
  1.5000      22.500      0.0000      2.3378      69.980    
  1.5000      25.500      0.0000      2.3378      69.980    
  1.5000      28.500      0.0000      2.3378      69.980    
  1.5000      31.500      0.0000      2.3378      69.979    
  1.5000      34.500      0.0000      2.3378      69.979    
  1.5000      37.500      0.0000      2.3378      69.979    
  1.5000      40.500      0.0000      2.3378      69.978    
  1.5000      43.500      0.0000      2.3378      69.978    
  1.5000      46.500      0.0000      2.3378      69.978    
  1.5000      49.500      0.0000      2.3378      69.977    
  1.5000      52.500      0.0000      2.3378      69.977    
  1.5000      55.500      0.0000      2.3378      69.977    
  1.5000      58.500      0.0000      2.3378      69.976    
  1.5000      61.500      0.0000      2.3378      69.976    
  1.5000      64.500      0.0000      2.3378      69.976    
  1.5000      67.500      0.0000      2.3378      69.975    
  1.5000      70.500      0.0000      2.3378      69.975    
  1.5000      73.500      0.0000      2.3378      69.975    
  1.5000      76.500      0.0000      2.3378      69.974    
  1.5000      79.500      0.0000      2.3378      69.974    
  1.5000      82.500      0.0000      2.3378      69.974    
  1.5000      85.500      0.0000      2.3378      69.973    
  1.5000      88.500      0.0000      2.3378      69.973    
  1.5000      91.500      0.0000      2.3378      69.973    
  1.5000      94.500      0.0000      2.3378      69.972    
  1.5000      97.500      0.0000      2.3378      69.972    
  1.5000      100.50      0.0000      2.3378      69.972    
  1.5000      103.50      0.0000      2.3378      69.972    
  1.5000      106.50      0.0000      2.3378      69.972    
  1.5000      109.50      0.0000      2.3377      69.971    
  1.5000      112.50      0.0000      2.3377      69.971    
  1.5000      115.50      0.0000      2.3377      69.971    
  1.5000      118.50      0.0000      2.3377      69.970    
  1.5000      121.50      0.0000      2.3377      69.970    
  1.5000      124.50      0.0000      2.3377      69.970    
  1.5000      127.50      0.0000      2.3377      69.970    
  1.5000      130.50      0.0000      2.3377      69.970    
  1.5000      133.50      0.0000      2.3377      69.970    
  1.5000      136.50      0.0000      2.3377      69.969    
  1.5000      139.50      0.0000      2.3377      69.969    
  1.5000      142.50      0.0000      2.3368      71.116    
  1.5000      145.50      0.0000      2.3379      73.323    
  1.5000      148.50      0.0000      2.3422      75.424    
  1.5000      151.50      0.0000      2.3492      77.299    
  1.5000      154.50      0.0000      2.3596      78.743    
  1.5000      157.50      0.0000      2.3711      79.977    
  1.5000      160.50      0.0000      2.3838      80.533    
  1.5000      163.50      0.0000      2.3943      81.103    
  1.5000      166.50      0.0000      2.4050      81.647    
  1.5000      169.50      0.0000      2.4136      82.025    
  1.5000      172.50      0.0000      2.4234      82.036    
  1.5000      175.50      0.0000      2.4338      82.233    
  1.5000      178.50      0.0000      2.4414      82.377    
  1.5000      181.50      0.0000      2.4504      82.216    
  1.5000      184.50      0.0000      2.4599      82.313    
  1.5000      187.50      0.0000      2.4664      82.384    
  1.5000      190.50      0.0000      2.4697      82.141    
  1.5000      193.50      0.0000      2.4740      82.164    
  1.5000      196.50      0.0000      2.4795      82.191    
  1.5000      199.50      0.0000      2.4863      81.915    
  1.5000      202.50      0.0000      2.4939      81.915    
  1.5000      205.50      0.0000      2.4980      81.887    
  1.5000      208.50      0.0000      2.5033      81.590    
  1.5000      211.50      0.0000      2.5097      81.548    
  1.5000      214.50      0.0000      2.5134      81.339    
  1.5000      217.50      0.0000      2.5169      81.120    
  1.5000      220.50      0.0000      2.5224      81.041    
  1.5000      223.50      0.0000      2.5253      80.804    
  1.5000      226.50      0.0000      2.5280      80.563    
  1.5000      229.50      0.0000      2.5295      80.450    
  1.5000      232.50      0.0000      2.5327      80.072    
  1.5000      235.50      0.0000      2.5372      79.967    
  1.5000      238.50      0.0000      2.5364      79.838    
  1.5000      241.50      0.0000      2.5371      79.519    
  1.5000      244.50      0.0000      2.5412      79.411    
  1.5000      247.50      0.0000      2.5417      79.286    
  1.5000      250.50      0.0000      2.5440      78.924    
  1.5000      253.50      0.0000      2.5477      78.815    
  1.5000      256.50      0.0000      2.5476      78.690    
  1.5000      259.50      0.0000      2.5489      78.401    
  1.5000      262.50      0.0000      2.5520      78.294    
  1.5000      265.50      0.0000      2.5516      78.171    
  1.5000      268.50      0.0000      2.5530      77.836    
  1.5000      271.50      0.0000      2.5556      77.733    
  1.5000      274.50      0.0000      2.5548      77.615    
  1.5000      277.50      0.0000      2.5558      77.298    
  1.5000      280.50      0.0000      2.5580      77.201    
  1.5000      283.50      0.0000      2.5569      77.089    
  1.5000      286.50      0.0000      2.5577      76.791    
  1.5000      289.50      0.0000      2.5591      76.700    
  1.5000      292.50      0.0000      2.5570      76.640    
  1.5000      295.50      0.0000      2.5577      76.358    
  1.5000      298.50      0.0000      2.5593      76.278    
  1.5000      301.50      0.0000      2.5579      76.184    
  1.5000      304.50      0.0000      2.5585      75.921    
  1.5000      307.50      0.0000      2.5594      75.887    
  1.5000      310.50      0.0000      2.5581      75.802    
  1.5000      313.50      0.0000      2.5586      75.552    
  1.5000      316.50      0.0000      2.5598      75.490    
  1.5000      319.50      0.0000      2.5585      75.416    
  1.5000      322.50      0.0000      2.5592      75.181    
  1.5000      325.50      0.0000      2.5603      75.129    
  1.5000      328.50      0.0000      2.5601      74.984    
  1.5000      331.50      0.0000      2.5600      74.842    
  1.5000      334.50      0.0000      2.5611      74.799    
  1.5000      337.50      0.0000      2.5608      74.662    
  1.5000      340.50      0.0000      2.5604      74.548    
  1.5000      343.50      0.0000      2.5596      74.499    
  1.5000      346.50      0.0000      2.5609      74.288    
  1.5000      349.50      0.0000      2.5622      74.256    
  1.5000      352.50      0.0000      2.5617      74.215    
  1.5000      355.50      0.0000      2.5634      74.009    
  1.5000      358.50      0.0000      2.5647      74.000    
  1.5000      361.50      0.0000      2.5645      73.964    
  1.5000      364.50      0.0000      2.5666      73.761    
  1.5000      367.50      0.0000      2.5684      73.739    
  1.5000      370.50      0.0000      2.5686      73.708    
  1.5000      373.50      0.0000      2.5712      73.507    
  1.5000      376.50      0.0000      2.5734      73.489    
  1.5000      379.50      0.0000      2.5740      73.461    
  1.5000      382.50      0.0000      2.5770      73.262    
  1.5000      385.50      0.0000      2.5796      73.246    
  1.5000      388.50      0.0000      2.5795      73.212    
  1.5000      391.50      0.0000      2.5816      73.020    
  1.5000      394.50      0.0000      2.5845      73.005    
  1.5000      397.50      0.0000      2.5859      72.980    
  1.5000      400.50      0.0000      2.5900      72.780    
  1.5000      403.50      0.0000      2.5934      72.766    
  1.5000      406.50      0.0000      2.5953      72.742    
  1.5000      409.50      0.0000      2.5997      72.561    
  1.5000      412.50      0.0000      2.6036      72.548    
  1.5000      415.50      0.0000      2.6062      72.524    
  1.5000      418.50      0.0000      2.6114      72.326    
  1.5000      421.50      0.0000      2.6159      72.314    
  1.5000      424.50      0.0000      2.6191      72.290    
  1.5000      427.50      0.0000      2.6250      72.094    
  1.5000      430.50      0.0000      2.6301      72.082    
  1.5000      433.50      0.0000      2.6339      72.058    
  1.5000      436.50      0.0000      2.6405      71.864    
  1.5000      439.50      0.0000      2.6437      71.834    
  1.5000      442.50      0.0000      2.6463      71.732    
  1.5000      445.50      0.0000      2.6520      71.625    
  1.5000      448.50      0.0000      2.6582      71.612    
  1.5000      451.50      0.0000      2.6643      71.506    
  1.5000      454.50      0.0000      2.6706      71.402    
  1.5000      457.50      0.0000      2.6754      71.406    
  1.5000      460.50      0.0000      2.6833      71.225    
  1.5000      463.50      0.0000      2.6905      71.214    
  1.5000      466.50      0.0000      2.6963      71.191    
  1.5000      469.50      0.0000      2.7046      71.017    
  1.5000      472.50      0.0000      2.7123      71.007    
  1.5000      475.50      0.0000      2.7186      70.985    
  1.5000      478.50      0.0000      2.7273      70.820    
  1.5000      481.50      0.0000      2.7355      70.811    
  1.5000      484.50      0.0000      2.7421      70.790    
  1.5000      487.50      0.0000      2.7474      70.609    
  1.5000      490.50      0.0000      2.7517      70.604    
  1.5000      493.50      0.0000      2.7585      70.584    
  1.5000      496.50      0.0000      2.7675      70.441    
  1.5000      499.50      0.0000      2.7763      70.436    
  1.5000      502.50      0.0000      2.7825      70.410    
  1.5000      505.50      0.0000      2.7913      70.239    
  1.5000      508.50      0.0000      2.7997      70.267    
  1.5000      511.50      0.0000      2.8077      70.256    
  1.5000      514.50      0.0000      2.8184      70.094    
  1.5000      517.50      0.0000      2.8276      70.093    
  1.5000      520.50      0.0000      2.8347      70.077    
  1.5000      523.50      0.0000      2.8428      70.015    
  1.5000      526.50      0.0000      2.8520      70.015    
  1.5000      529.50      0.0000      2.8613      70.015    
  1.5000      532.50      0.0000      2.8703      70.030    
  1.5000      535.50      0.0000      2.8795      70.029    
  1.5000      538.50      0.0000      2.8847      70.000    
  1.5000      541.50      0.0000      2.8893      70.000    
  1.5000      544.50      0.0000      2.8984      70.000    
  1.5000      547.50      0.0000      2.9075      70.000    
  1.5000      550.50      0.0000      2.9165      70.000    
  1.5000      553.50      0.0000      2.9255      70.000    
  1.5000      556.50      0.0000      2.9338      70.028    
  1.5000      559.50      0.0000      2.9426      70.027    
  1.5000      562.50      0.0000      2.9512      70.027    
  1.5000      565.50      0.0000      2.9596      70.026    
  1.5000      568.50      0.0000      2.9679      70.025    
  1.5000      571.50      0.0000      2.9760      70.025    
  1.5000      574.50      0.0000      2.9839      70.024    
  1.5000      577.50      0.0000      2.9915      70.023    
  1.5000      580.50      0.0000      2.9990      70.022    
  1.5000      583.50      0.0000      3.0061      70.021    
  1.5000      586.50      0.0000      3.0100      70.000    
  1.5000      589.50      0.0000      3.0134      70.000    
  1.5000      592.50      0.0000      3.0199      70.000    
  1.5000      595.50      0.0000      3.0261      70.000    
  1.5000      598.50      0.0000      3.0319      70.000    
  1.5000      601.50      0.0000      3.0374      70.000    
  1.5000      604.50      0.0000      3.0424      70.000    
  1.5000      607.50      0.0000      3.0468      70.013    
  1.5000      610.50      0.0000      3.0510      70.012    
  1.5000      613.50      0.0000      3.0547      70.010    
  1.5000      616.50      0.0000      3.0580      70.009    
  1.5000      619.50      0.0000      3.0607      70.007    
  1.5000      622.50      0.0000      3.0629      70.006    
  1.5000      625.50      0.0000      3.0646      70.004    
  1.5000      628.50      0.0000      3.0657      70.002    
  1.5000      631.50      0.0000      3.0662      70.001    
  1.5000      634.50      0.0000      3.0662      69.999    
  1.5000      637.50      0.0000      3.0660      70.000    
  1.5000      640.50      0.0000      3.0655      70.000    
  1.5000      643.50      0.0000      3.0642      70.000    
  1.5000      646.50      0.0000      3.0623      70.000    
  1.5000      649.50      0.0000      3.0599      70.000    
  1.5000      652.50      0.0000      3.0568      70.000    
  1.5000      655.50      0.0000      3.0533      69.988    
  1.5000      658.50      0.0000      3.0490      69.986    
  1.5000      661.50      0.0000      3.0442      69.984    
  1.5000      664.50      0.0000      3.0387      69.982    
  1.5000      667.50      0.0000      3.0327      69.981    
  1.5000      670.50      0.0000      3.0261      69.979    
  1.5000      673.50      0.0000      3.0190      69.977    
  1.5000      676.50      0.0000      3.0113      69.976    
  1.5000      679.50      0.0000      3.0031      69.974    
  1.5000      682.50      0.0000      2.9945      69.973    
  1.5000      685.50      0.0000      2.9895      70.000    
  1.5000      688.50      0.0000      2.9849      70.000    
  1.5000      691.50      0.0000      2.9753      70.000    
  1.5000      694.50      0.0000      2.9654      70.000    
  1.5000      697.50      0.0000      2.9551      70.000    
  1.5000      700.50      0.0000      2.9445      70.000    
  1.5000      703.50      0.0000      2.9336      70.000    
  1.5000      706.50      0.0000      2.9231      69.964    
  1.5000      709.50      0.0000      2.9117      69.964    
  1.5000      712.50      0.0000      2.9002      69.963    
  1.5000      715.50      0.0000      2.8885      69.962    
  1.5000      718.50      0.0000      2.8766      69.962    
  1.5000      721.50      0.0000      2.8647      69.962    
  1.5000      724.50      0.0000      2.8527      69.961    
  1.5000      727.50      0.0000      2.8408      69.961    
  1.5000      730.50      0.0000      2.8288      69.961    
  1.5000      733.50      0.0000      2.8169      69.961    
  1.5000      736.50      0.0000      2.8103      70.000    
  1.5000      739.50      0.0000      2.8044      70.000    
  1.5000      742.50      0.0000      2.7927      70.000    
  1.5000      745.50      0.0000      2.7812      70.000    
  1.5000      748.50      0.0000      2.7698      70.000    
  1.5000      751.50      0.0000      2.7586      70.000    
  4.5000      1.5000      0.0000      2.3377      69.985    
  4.5000      4.5000      0.0000      2.3377      69.984    
  4.5000      7.5000      0.0000      2.3377      69.984    
  4.5000      10.500      0.0000      2.3377      69.984    
  4.5000      13.500      0.0000      2.3377      69.983    
  4.5000      16.500      0.0000      2.3377      69.983    
  4.5000      19.500      0.0000      2.3377      69.983    
  4.5000      22.500      0.0000      2.3378      69.981    
  4.5000      25.500      0.0000      2.3378      69.981    
  4.5000      28.500      0.0000      2.3377      69.981    
  4.5000      31.500      0.0000      2.3378      69.980    
  4.5000      34.500      0.0000      2.3378      69.980    
  4.5000      37.500      0.0000      2.3378      69.980    
  4.5000      40.500      0.0000      2.3378      69.979    
  4.5000      43.500      0.0000      2.3378      69.979    
  4.5000      46.500      0.0000      2.3378      69.979    
  4.5000      49.500      0.0000      2.3378      69.978    
  4.5000      52.500      0.0000      2.3378      69.978    
  4.5000      55.500      0.0000      2.3378      69.978    
  4.5000      58.500      0.0000      2.3378      69.977    
  4.5000      61.500      0.0000      2.3378      69.977    
  4.5000      64.500      0.0000      2.3378      69.977    
  4.5000      67.500      0.0000      2.3378      69.976    
  4.5000      70.500      0.0000      2.3378      69.976    
  4.5000      73.500      0.0000      2.3378      69.975    
  4.5000      76.500      0.0000      2.3378      69.975    
  4.5000      79.500      0.0000      2.3378      69.975    
  4.5000      82.500      0.0000      2.3378      69.974    
  4.5000      85.500      0.0000      2.3378      69.974    
  4.5000      88.500      0.0000      2.3378      69.974    
  4.5000      91.500      0.0000      2.3378      69.973    
  4.5000      94.500      0.0000      2.3378      69.973    
  4.5000      97.500      0.0000      2.3378      69.973    
  4.5000      100.50      0.0000      2.3378      69.972    
  4.5000      103.50      0.0000      2.3378      69.972    
  4.5000      106.50      0.0000      2.3377      69.972    
  4.5000      109.50      0.0000      2.3378      69.972    
  4.5000      112.50      0.0000      2.3378      69.972    
  4.5000      115.50      0.0000      2.3377      69.971    
  4.5000      118.50      0.0000      2.3377      69.971    
  4.5000      121.50      0.0000      2.3377      69.971    
  4.5000      124.50      0.0000      2.3377      69.971    
  4.5000      127.50      0.0000      2.3377      69.970    
  4.5000      130.50      0.0000      2.3377      69.970    
  4.5000      133.50      0.0000      2.3377      69.970    
  4.5000      136.50      0.0000      2.3377      69.970    
  4.5000      139.50      0.0000      2.3520      70.097    
  4.5000      142.50      0.0000      2.3508      72.385    
  4.5000      145.50      0.0000      2.3529      74.561    
  4.5000      148.50      0.0000      2.3588      76.589    
  4.5000      151.50      0.0000      2.3663      78.349    
  4.5000      154.50      0.0000      2.3765      79.640    
  4.5000      157.50      0.0000      2.3789      80.703    
  4.5000      160.50      0.0000      2.3832      81.114    
  4.5000      163.50      0.0000      2.3949      81.590    
  4.5000      166.50      0.0000      2.4065      82.074    
  4.5000      169.50      0.0000      2.4157      82.413    
  4.5000      172.50      0.0000      2.4259      82.395    
  4.5000      175.50      0.0000      2.4366      82.577    
  4.5000      178.50      0.0000      2.4448      82.664    
  4.5000      181.50      0.0000      2.4539      82.508    
  4.5000      184.50      0.0000      2.4636      82.609    
  4.5000      187.50      0.0000      2.4710      82.542    
  4.5000      190.50      0.0000      2.4781      82.456    
  4.5000      193.50      0.0000      2.4866      82.502    
  4.5000      196.50      0.0000      2.4926      82.378    
  4.5000      199.50      0.0000      2.4982      82.235    
  4.5000      202.50      0.0000      2.5055      82.226    
  4.5000      205.50      0.0000      2.5069      82.036    
  4.5000      208.50      0.0000      2.5080      81.863    
  4.5000      211.50      0.0000      2.5113      81.802    
  4.5000      214.50      0.0000      2.5161      81.446    
  4.5000      217.50      0.0000      2.5220      81.371    
  4.5000      220.50      0.0000      2.5243      81.273    
  4.5000      223.50      0.0000      2.5282      80.895    
  4.5000      226.50      0.0000      2.5330      80.856    
  4.5000      229.50      0.0000      2.5345      80.740    
  4.5000      232.50      0.0000      2.5377      80.359    
  4.5000      235.50      0.0000      2.5423      80.250    
  4.5000      238.50      0.0000      2.5432      80.124    
  4.5000      241.50      0.0000      2.5458      79.748    
  4.5000      244.50      0.0000      2.5498      79.635    
  4.5000      247.50      0.0000      2.5501      79.506    
  4.5000      250.50      0.0000      2.5522      79.140    
  4.5000      253.50      0.0000      2.5557      79.027    
