x  y  conc vel  dir
  1.5000      1.5000      0.0000     0.52343     -7.9780    
  1.5000      4.5000      0.0000     0.52343     -7.9780    
  1.5000      7.5000      0.0000     0.52343     -7.9780    
  1.5000      10.500      0.0000     0.52343     -7.9780    
  1.5000      13.500      0.0000     0.52343     -7.9780    
  1.5000      16.500      0.0000     0.52343     -7.9780    
  1.5000      19.500      0.0000     0.52340     -7.9566    
  1.5000      22.500      0.0000     0.52055     -7.9785    
  1.5000      25.500      0.0000     0.52055     -7.9785    
  1.5000      28.500      0.0000     0.52055     -7.9785    
  1.5000      31.500      0.0000     0.52055     -7.9785    
  1.5000      34.500      0.0000     0.52055     -7.9785    
  1.5000      37.500      0.0000     0.52055     -7.9785    
  1.5000      40.500      0.0000     0.52052     -7.9580    
  1.5000      43.500      0.0000     0.51778     -7.9794    
  1.5000      46.500      0.0000     0.51778     -7.9794    
  1.5000      49.500      0.0000     0.51778     -7.9794    
  1.5000      52.500      0.0000     0.51778     -7.9794    
  1.5000      55.500      0.0000     0.51778     -7.9794    
  1.5000      58.500      0.0000     0.51778     -7.9794    
  1.5000      61.500      0.0000     0.51776     -7.9604    
  1.5000      64.500      0.0000     0.51519     -7.9809    
  1.5000      67.500      0.0000     0.51519     -7.9809    
  1.5000      70.500      0.0000     0.51519     -7.9809    
  1.5000      73.500      0.0000     0.51519     -7.9809    
  1.5000      76.500      0.0000     0.51519     -7.9809    
  1.5000      79.500      0.0000     0.51544     -8.1822    
  1.5000      82.500      0.0000     0.51551     -8.6372    
  1.5000      85.500      0.0000     0.51354     -9.1117    
  1.5000      88.500      0.0000     0.51401     -9.4805    
  1.5000      91.500      0.0000     0.51439     -9.8486    
  1.5000      94.500      0.0000     0.51471     -10.217    
  1.5000      97.500      0.0000     0.51497     -10.585    
  1.5000      100.50      0.0000     0.51520     -10.953    
  1.5000      103.50      0.0000     0.51503     -11.102    
  1.5000      106.50      0.0000     0.51340     -11.260    
  1.5000      109.50      0.0000     0.51358     -11.584    
  1.5000      112.50      0.0000     0.51376     -11.907    
  1.5000      115.50      0.0000     0.51396     -12.229    
  1.5000      118.50      0.0000     0.51416     -12.550    
  1.5000      121.50      0.0000     0.51438     -12.868    
  1.5000      124.50      0.0000     0.51460     -13.185    
  1.5000      127.50      0.0000     0.51350     -13.050    
  1.5000      130.50      0.0000     0.51275     -12.879    
  1.5000      133.50      0.0000     0.51293     -13.143    
  1.5000      136.50      0.0000     0.51311     -13.405    
  1.5000      139.50      0.0000     0.51330     -13.666    
  1.5000      142.50      0.0000     0.51349     -13.924    
  1.5000      145.50      0.0000     0.51368     -14.180    
  1.5000      148.50      0.0000     0.51228     -13.720    
  1.5000      151.50      0.0000     0.51174     -13.207    
  1.5000      154.50      0.0000     0.51186     -13.406    
  1.5000      157.50      0.0000     0.51197     -13.603    
  1.5000      160.50      0.0000     0.51209     -13.797    
  1.5000      163.50      0.0000     0.51221     -13.988    
  1.5000      166.50      0.0000     0.51232     -14.177    
  1.5000      169.50      0.0000     0.51028     -13.387    
  1.5000      172.50      0.0000     0.51049     -12.507    
  1.5000      175.50      0.0000     0.51053     -12.637    
  1.5000      178.50      0.0000     0.51056     -12.764    
  1.5000      181.50      0.0000     0.51059     -12.889    
  1.5000      184.50      0.0000     0.51062     -13.011    
  1.5000      187.50      0.0000     0.51065     -13.130    
  1.5000      190.50      0.0000     0.50820     -12.006    
  1.5000      193.50      0.0000     0.50947     -10.767    
  1.5000      196.50      0.0000     0.50944     -10.827    
  1.5000      199.50      0.0000     0.50942     -10.885    
  1.5000      202.50      0.0000     0.50939     -10.941    
  1.5000      205.50      0.0000     0.50936     -10.995    
  1.5000      208.50      0.0000     0.50933     -11.047    
  1.5000      211.50      0.0000     0.50687     -9.5945    
  1.5000      214.50      0.0000     0.50917     -8.0336    
  1.5000      217.50      0.0000     0.50913     -8.0343    
  1.5000      220.50      0.0000     0.50910     -8.0350    
  1.5000      223.50      0.0000     0.50907     -8.0357    
  1.5000      226.50      0.0000     0.50904     -8.0363    
  1.5000      229.50      0.0000     0.50901     -8.0369    
  1.5000      232.50      0.0000     0.50898     -8.0374    
  1.5000      235.50      0.0000     0.51135     -8.0001    
  1.5000      238.50      0.0000     0.51135     -8.0002    
  1.5000      241.50      0.0000     0.51135     -8.0003    
  1.5000      244.50      0.0000     0.51135     -8.0004    
  1.5000      247.50      0.0000     0.51135     -8.0005    
  1.5000      250.50      0.0000     0.51135     -8.0006    
  1.5000      253.50      0.0000     0.51135     -8.0006    
  1.5000      256.50      0.0000     0.51135     -8.0006    
  1.5000      259.50      0.0000     0.51135     -8.0007    
  1.5000      262.50      0.0000     0.51135     -8.0007    
  1.5000      265.50      0.0000     0.51135     -8.0007    
  1.5000      268.50      0.0000     0.51135     -8.0007    
  1.5000      271.50      0.0000     0.51135     -8.0007    
  1.5000      274.50      0.0000     0.51135     -8.0007    
  1.5000      277.50      0.0000     0.51135     -8.0007    
  1.5000      280.50      0.0000     0.51135     -8.0007    
  1.5000      283.50      0.0000     0.51135     -8.0006    
  1.5000      286.50      0.0000     0.51135     -8.0006    
  1.5000      289.50      0.0000     0.51135     -8.0006    
  1.5000      292.50      0.0000     0.51135     -8.0006    
