x  y  conc vel  dir
  1.5000      1.5000      0.0000      2.7708      162.03    
  1.5000      4.5000      0.0000      2.7708      162.03    
  1.5000      7.5000      0.0000      2.7704      162.05    
  1.5000      10.500      0.0000      2.7622      162.03    
  1.5000      13.500      0.0000      2.7622      162.03    
  1.5000      16.500      0.0000      2.7618      162.05    
  1.5000      19.500      0.0000      2.7536      162.03    
  1.5000      22.500      0.0000      2.7536      162.03    
  1.5000      25.500      0.0000      2.7532      162.05    
  1.5000      28.500      0.0000      2.7450      162.03    
  1.5000      31.500      0.0000      2.7450      162.03    
  1.5000      34.500      0.0000      2.7450      162.03    
  1.5000      37.500      0.0000      2.7408      162.03    
  1.5000      40.500      0.0000      2.7365      162.03    
  1.5000      43.500      0.0000      2.7365      162.03    
  1.5000      46.500      0.0000      2.7361      162.05    
  1.5000      49.500      0.0000      2.7280      162.03    
  1.5000      52.500      0.0000      2.7280      162.03    
  1.5000      55.500      0.0000      2.7276      162.05    
  1.5000      58.500      0.0000      2.7197      162.03    
  1.5000      61.500      0.0000      2.7197      162.03    
  1.5000      64.500      0.0000      2.7193      162.05    
  1.5000      67.500      0.0000      2.7114      162.03    
  1.5000      70.500      0.0000      2.7114      162.03    
  1.5000      73.500      0.0000      2.7114      162.03    
  1.5000      76.500      0.0000      2.7052      162.03    
  1.5000      79.500      0.0000      2.6991      161.90    
  1.5000      82.500      0.0000      2.6991      161.57    
  1.5000      85.500      0.0000      2.6990      161.26    
  1.5000      88.500      0.0000      2.6920      160.95    
  1.5000      91.500      0.0000      2.6925      160.65    
  1.5000      94.500      0.0000      2.6943      160.41    
  1.5000      97.500      0.0000      2.6868      160.09    
  1.5000      100.50      0.0000      2.6866      159.79    
  1.5000      103.50      0.0000      2.6854      159.53    
  1.5000      106.50      0.0000      2.6773      159.22    
  1.5000      109.50      0.0000      2.6764      158.92    
  1.5000      112.50      0.0000      2.6754      158.62    
  1.5000      115.50      0.0000      2.6701      158.33    
  1.5000      118.50      0.0000      2.6647      158.04    
  1.5000      121.50      0.0000      2.6633      157.74    
  1.5000      124.50      0.0000      2.6606      157.48    
  1.5000      127.50      0.0000      2.6515      157.17    
  1.5000      130.50      0.0000      2.6494      156.86    
  1.5000      133.50      0.0000      2.6437      156.73    
  1.5000      136.50      0.0000      2.6352      156.58    
  1.5000      139.50      0.0000      2.6326      156.27    
  1.5000      142.50      0.0000      2.6285      156.02    
  1.5000      145.50      0.0000      2.6183      155.72    
  1.5000      148.50      0.0000      2.6150      155.41    
  1.5000      151.50      0.0000      2.6099      155.17    
  1.5000      154.50      0.0000      2.5992      154.87    
  1.5000      157.50      0.0000      2.5995      154.61    
  1.5000      160.50      0.0000      2.5953      154.30    
  1.5000      163.50      0.0000      2.5890      154.07    
  1.5000      166.50      0.0000      2.5774      153.79    
  1.5000      169.50     0.13341E-01  2.5723      153.47    
  1.5000      172.50      0.0000      2.5648      153.25    
  1.5000      175.50     0.13341E-01  2.5525      152.99    
  1.5000      178.50      0.0000      2.5465      152.68    
  1.5000      181.50      0.0000      2.5378      152.47    
  1.5000      184.50     0.13341E-01  2.5248      152.22    
  1.5000      187.50      0.0000      2.5178      151.91    
  1.5000      190.50      0.0000      2.5079      151.72    
  1.5000      193.50     0.13341E-01  2.4941      151.48    
  1.5000      196.50     0.26682E-01  2.4844      151.26    
  1.5000      199.50      0.0000      2.4802      151.10    
  1.5000      202.50     0.40024E-01  2.4689      150.92    
  1.5000      205.50      0.0000      2.4544      150.70    
  1.5000      208.50     0.53365E-01  2.4454      150.40    
  1.5000      211.50     0.26682E-01  2.4329      150.23    
  1.5000      214.50     0.13341E-01  2.4176      150.04    
  1.5000      217.50      0.0000      2.4142      149.83    
  1.5000      220.50     0.53365E-01  2.4005      149.68    
  1.5000      223.50      0.0000      2.3846      149.51    
  1.5000      226.50     0.53365E-01  2.3738      149.22    
  1.5000      229.50     0.13341E-01  2.3588      149.09    
  1.5000      232.50     0.13341E-01  2.3422      148.94    
  1.5000      235.50     0.53365E-01  2.3304      148.66    
  1.5000      238.50     0.26682E-01  2.3182      148.38    
  1.5000      241.50     0.53365E-01  2.3012      148.26    
  1.5000      244.50     0.40024E-01  2.2840      148.15    
  1.5000      247.50     0.53365E-01  2.2709      147.87    
  1.5000      250.50     0.40024E-01  2.2531      147.78    
  1.5000      253.50     0.93388E-01  2.2347      147.69    
  1.5000      256.50     0.53365E-01  2.2204      147.43    
  1.5000      259.50     0.93388E-01  2.2087      147.48    
  1.5000      262.50     0.66706E-01  2.1899      147.41    
  1.5000      265.50     0.24014      2.1751      147.16    
  1.5000      268.50     0.93388E-01  2.1553      147.10    
  1.5000      271.50     0.12007      2.1360      147.06    
  1.5000      274.50     0.21346      2.1202      146.82    
  1.5000      277.50     0.28017      2.1042      146.59    
  1.5000      280.50     0.14675      2.0914      146.71    
  1.5000      283.50     0.18678      2.0708      146.71    
  1.5000      286.50     0.25348      2.0540      146.49    
  1.5000      289.50     0.30685      2.0320      146.49    
  1.5000      292.50     0.37355      2.0120      146.55    
  1.5000      295.50     0.38689      1.9944      146.36    
  1.5000      298.50     0.32019      1.9717      146.38    
  1.5000      301.50     0.34687      1.9518      146.48    
  1.5000      304.50     0.58701      1.9338      146.32    
  1.5000      307.50     0.45360      1.9106      146.38    
  1.5000      310.50     0.54699      1.8911      146.53    
  1.5000      313.50     0.52031      1.8727      146.39    
  1.5000      316.50     0.65372      1.8542      146.27    
  1.5000      319.50     0.49362      1.8351      146.32    
  1.5000      322.50     0.50697      1.8233      146.53    
  1.5000      325.50     0.72042      1.8048      146.43    
  1.5000      328.50     0.61370      1.7818      146.56    
  1.5000      331.50     0.65372      1.7638      146.81    
  1.5000      334.50     0.76045      1.7455      146.74    
  1.5000      337.50     0.65372      1.7229      146.90    
  1.5000      340.50     0.89386      1.7126      147.34    
  1.5000      343.50     0.73377      1.6945      147.31    
  1.5000      346.50     0.73377      1.6725      147.50    
  1.5000      349.50     0.96057      1.6566      147.84    
  1.5000      352.50     0.74711      1.6390      147.84    
  1.5000      355.50     0.80047      1.6179      148.07    
  1.5000      358.50     0.92054      1.6033      148.44    
  1.5000      361.50     0.86718      1.5864      148.49    
  1.5000      364.50     0.80047      1.5697      148.55    
  1.5000      367.50     0.81381      1.5500      148.81    
  1.5000      370.50     0.76045      1.5373      149.23    
  1.5000      373.50     0.72042      1.5215      149.33    
  1.5000      376.50     0.66706      1.5031      149.62    
  1.5000      379.50     0.78713      1.4945      149.90    
  1.5000      382.50     0.76045      1.4871      149.96    
  1.5000      385.50     0.84050      1.4700      150.26    
  1.5000      388.50     0.64038      1.4602      150.73    
  1.5000      391.50     0.50697      1.4465      150.89    
  1.5000      394.50     0.92054      1.4309      151.21    
  1.5000      397.50     0.70708      1.4228      151.70    
  1.5000      400.50     0.80047      1.4141      151.96    
  1.5000      403.50     0.78713      1.4017      152.16    
  1.5000      406.50     0.70708      1.3917      152.57    
  1.5000      409.50     0.64038      1.3821      153.00    
  1.5000      412.50     0.80047      1.3711      153.22    
  1.5000      415.50     0.72042      1.3591      153.56    
  1.5000      418.50     0.70708      1.3549      154.06    
  1.5000      421.50     0.58701      1.3452      154.31    
  1.5000      424.50     0.52031      1.3349      154.65    
  1.5000      427.50     0.46694      1.3326      155.15    
  1.5000      430.50     0.44026      1.3243      155.42    
  1.5000      433.50     0.42692      1.3157      155.76    
  1.5000      436.50     0.40024      1.3151      156.24    
  1.5000      439.50     0.57367      1.3099      156.35    
  1.5000      442.50     0.56033      1.3066      156.49    
  1.5000      445.50     0.46694      1.3037      156.90    
  1.5000      448.50     0.60035      1.3013      157.30    
  1.5000      451.50     0.53365      1.2960      157.59    
  1.5000      454.50     0.66706      1.2909      157.91    
  1.5000      457.50     0.48028      1.2940      158.36    
  1.5000      460.50     0.46694      1.2901      158.66    
  1.5000      463.50     0.60035      1.2870      158.96    
  1.5000      466.50     0.46694      1.2915      159.38    
  1.5000      469.50     0.48028      1.2888      159.68    
  1.5000      472.50     0.42692      1.2867      159.95    
  1.5000      475.50     0.65372      1.2926      160.34    
  1.5000      478.50     0.53365      1.2913      160.64    
  1.5000      481.50     0.30685      1.2903      160.93    
  1.5000      484.50     0.46694      1.2939      161.24    
  1.5000      487.50     0.36021      1.2975      161.52    
  1.5000      490.50     0.38689      1.2978      161.81    
  1.5000      493.50     0.41358      1.2991      162.04    
  1.5000      496.50     0.48028      1.3066      162.34    
  1.5000      499.50     0.48028      1.3082      162.61    
  1.5000      502.50     0.46694      1.3115      162.72    
  1.5000      505.50     0.54699      1.3165      162.83    
  1.5000      508.50     0.49362      1.3192      163.10    
  1.5000      511.50     0.62704      1.3223      163.36    
  1.5000      514.50     0.38689      1.3264      163.63    
  1.5000      517.50     0.60035      1.3303      163.88    
  1.5000      520.50     0.49362      1.3341      164.19    
