x  y  conc vel  dir
  1.5000      1.5000      0.0000      1.3358     -60.433    
  1.5000      4.5000      0.0000      1.3597     -60.439    
  1.5000      7.5000      0.0000      1.3748     -60.220    
  1.5000      10.500      0.0000      1.3873     -60.225    
  1.5000      13.500      0.0000      1.4127     -60.226    
  1.5000      16.500      0.0000      1.4387     -60.227    
  1.5000      19.500      0.0000      1.4652     -60.228    
  1.5000      22.500      0.0000      1.4890     -60.451    
  1.5000      25.500      0.0000      1.5163     -60.449    
  1.5000      28.500      0.0000      1.5440     -60.446    
  1.5000      31.500      0.0000      1.5613     -60.221    
  1.5000      34.500      0.0000      1.5753     -60.220    
  1.5000      37.500      0.0000      1.6032     -60.215    
  1.5000      40.500      0.0000      1.6309     -60.210    
  1.5000      43.500      0.0000      1.6584     -60.204    
  1.5000      46.500      0.0000      1.6821     -60.398    
  1.5000      49.500      0.0000      1.7086     -60.382    
  1.5000      52.500      0.0000      1.7248     -60.187    
  1.5000      55.500      0.0000      1.7375     -60.179    
  1.5000      58.500      0.0000      1.7621     -60.169    
  1.5000      61.500      0.0000      1.7856     -60.158    
  1.5000      64.500      0.0000      1.8078     -60.146    
  1.5000      67.500      0.0000      1.8259     -60.279    
  1.5000      70.500      0.0000      1.8453     -60.255    
  1.5000      73.500      0.0000      1.8630     -60.231    
  1.5000      76.500      0.0000      1.8735     -60.109    
  1.5000      79.500      0.0000      1.8811     -60.097    
  1.5000      82.500      0.0000      1.8951     -60.085    
  1.5000      85.500      0.0000      1.9074     -60.073    
  1.5000      88.500      0.0000      1.9179     -60.061    
  1.5000      91.500      0.0000      1.9256     -60.111    
  1.5000      94.500      0.0000      1.9330     -60.090    
  1.5000      97.500      0.0000      1.9371     -60.040    
  1.5000      100.50      0.0000      1.9397     -60.031    
  1.5000      103.50      0.0000      1.9440     -60.022    
  1.5000      106.50      0.0000      1.9470     -60.015    
  1.5000      109.50      0.0000      1.9489     -60.008    
  1.5000      112.50      0.0000      1.9496     -60.009    
  1.5000      115.50      0.0000      1.9496     -59.997    
  1.5000      118.50      0.0000      1.9487     -59.987    
  1.5000      121.50      0.0000      1.9479     -59.991    
  1.5000      124.50      0.0000      1.9469     -59.986    
  1.5000      127.50      0.0000      1.9444     -59.981    
  1.5000      130.50      0.0000      1.9413     -59.977    
  1.5000      133.50      0.0000      1.9374     -59.973    
  1.5000      136.50      0.0000      1.9335     -59.941    
  1.5000      139.50      0.0000      1.9284     -59.933    
  1.5000      142.50      0.0000      1.9250     -59.964    
  1.5000      145.50      0.0000      1.9220     -59.960    
  1.5000      148.50      0.0000      1.9155     -59.956    
  1.5000      151.50      0.0000      1.9085     -59.951    
  1.5000      154.50      0.0000      1.9008     -59.947    
  1.5000      157.50      0.0000      1.8935     -59.890    
  1.5000      160.50      0.0000      1.8847     -59.882    
  1.5000      163.50      0.0000      1.8753     -59.874    
  1.5000      166.50      0.0000      1.8692     -59.935    
  1.5000      169.50      0.0000      1.8641     -59.931    
  1.5000      172.50      0.0000      1.8534     -59.926    
  1.5000      175.50      0.0000      1.8422     -59.922    
  1.5000      178.50      0.0000      1.8317     -59.838    
  1.5000      181.50      0.0000      1.8192     -59.828    
  1.5000      184.50      0.0000      1.8061     -59.817    
  1.5000      187.50      0.0000      1.7976     -59.905    
  1.5000      190.50      0.0000      1.7904     -59.900    
  1.5000      193.50      0.0000      1.7757     -59.894    
  1.5000      196.50      0.0000      1.7602     -59.888    
  1.5000      199.50      0.0000      1.7440     -59.881    
  1.5000      202.50      0.0000      1.7291     -59.755    
  1.5000      205.50      0.0000      1.7115     -59.743    
  1.5000      208.50      0.0000      1.6933     -59.731    
  1.5000      211.50      0.0000      1.6817     -59.862    
  1.5000      214.50      0.0000      1.6721     -59.857    
  1.5000      217.50      0.0000      1.6527     -59.852    
  1.5000      220.50      0.0000      1.6329     -59.848    
  1.5000      223.50      0.0000      1.6152     -59.690    
  1.5000      226.50      0.0000      1.5948     -59.682    
  1.5000      229.50      0.0000      1.5743     -59.675    
  1.5000      232.50      0.0000      1.5613     -59.836    
  1.5000      235.50      0.0000      1.5510     -59.834    
  1.5000      238.50      0.0000      1.5303     -59.833    
  1.5000      241.50      0.0000      1.5097     -59.831    
  1.5000      244.50      0.0000      1.4892     -59.830    
  1.5000      247.50      0.0000      1.4715     -59.658    
  1.5000      250.50      0.0000      1.4514     -59.658    
  1.5000      253.50      0.0000      1.4316     -59.658    
  1.5000      256.50      0.0000      1.4193     -59.829    
  1.5000      259.50      0.0000      1.4096     -59.830    
  1.5000      262.50      0.0000      1.3905     -59.831    
  1.5000      265.50      0.0000      1.3717     -59.832    
  1.5000      268.50      0.0000      1.3556     -59.664    
  1.5000      271.50      0.0000      1.3376     -59.667    
  1.5000      274.50      0.0000      1.3199     -59.670    
  1.5000      277.50      0.0000      1.3090     -59.835    
  1.5000      280.50      0.0000      1.3005     -59.838    
  1.5000      283.50      0.0000      1.2837     -59.840    
  1.5000      286.50      0.0000      1.2673     -59.842    
  1.5000      289.50      0.0000      1.2513     -59.844    
