x  y  conc vel  dir
  493.50      175.50      0.0000      0.0000      999.00    
  493.50      178.50      0.0000     0.29582      166.40    
  493.50      181.50      0.0000      1.2771      173.90    
  493.50      184.50      0.0000      1.4839      175.78    
  493.50      187.50     0.15215E-01  1.6199      176.96    
  493.50      190.50      0.0000      1.6257      177.70    
  493.50      193.50      0.0000      1.6661      175.65    
  493.50      196.50      0.0000     0.93212      173.57    
  493.50      199.50      0.0000      0.0000      999.00    
  493.50      202.50      0.0000      0.0000      999.00    
  493.50      205.50      0.0000      0.0000      999.00    
  493.50      208.50      0.0000      0.0000      999.00    
  493.50      211.50      0.0000      0.0000      999.00    
  493.50      214.50      0.0000      0.0000      999.00    
  493.50      217.50      0.0000      0.0000      999.00    
  493.50      220.50      0.0000      0.0000      999.00    
  493.50      223.50     0.91292E-01 0.10202E-01  90.000    
  493.50      226.50     0.13694     0.48999E-01  155.39    
  493.50      229.50     0.10651     0.10791      173.71    
  493.50      232.50     0.16737     0.84712E-02  168.98    
  493.50      235.50     0.76076E-01  0.0000      999.00    
  493.50      238.50     0.91292E-01  0.0000      999.00    
  493.50      241.50     0.45646E-01  0.0000      999.00    
  493.50      244.50     0.76076E-01  0.0000      999.00    
  493.50      247.50      0.0000      0.0000      999.00    
  493.50      250.50      0.0000      0.0000      999.00    
  493.50      253.50      0.0000      0.0000      999.00    
  493.50      256.50      0.0000      0.0000      999.00    
  493.50      259.50      0.0000      0.0000      999.00    
  493.50      262.50      0.0000      0.0000      999.00    
  493.50      265.50      0.0000      0.0000      999.00    
  493.50      268.50      0.0000      0.0000      999.00    
  493.50      271.50      0.0000      0.0000      999.00    
  493.50      274.50      0.0000      0.0000      999.00    
  493.50      277.50      0.0000      0.0000      999.00    
  493.50      280.50      0.0000      0.0000      999.00    
  493.50      283.50      0.0000      0.0000      999.00    
  493.50      286.50      0.0000      0.0000      999.00    
  493.50      289.50      0.0000      0.0000      999.00    
  493.50      292.50      0.0000      0.0000      999.00    
  493.50      295.50     0.30431E-01  0.0000      999.00    
  493.50      298.50     0.76076E-01  0.0000      999.00    
  493.50      301.50     0.28909     0.29974E-01  90.000    
  493.50      304.50     0.88249     0.15016      149.46    
  493.50      307.50     0.82162     0.53794      172.55    
  493.50      310.50      1.0194     0.55271      176.33    
  493.50      313.50     0.73033     0.56487      179.83    
  493.50      316.50     0.45646     0.49253     -179.76    
  493.50      319.50     0.28909     0.39354      176.06    
  493.50      322.50     0.27388     0.11035      139.84    
  493.50      325.50     0.91292E-01 0.17163      26.507    
  493.50      328.50     0.45646E-01 0.32408      15.410    
  493.50      331.50      0.0000     0.24662      14.547    
  493.50      334.50      0.0000      0.0000      833.46    
  493.50      337.50      0.0000      0.0000      999.00    
  493.50      340.50      0.0000      0.0000      999.00    
  493.50      343.50      0.0000      0.0000      999.00    
  493.50      346.50      0.0000      0.0000      999.00    
  493.50      349.50     0.30431E-01  0.0000      999.00    
  493.50      352.50     0.91292E-01  0.0000      999.00    
  493.50      355.50     0.27388     0.10164     -90.000    
  493.50      358.50     0.38038     0.63288      178.82    
  493.50      361.50     0.21301      1.0537      165.57    
  493.50      364.50     0.15215     0.43324      160.04    
  493.50      367.50     0.60861E-01  0.0000      999.00    
  493.50      370.50     0.15215E-01  0.0000      999.00    
  493.50      373.50     0.15215E-01  0.0000      999.00    
  493.50      376.50     0.15215E-01  0.0000      999.00    
  493.50      379.50     0.30431E-01  0.0000      999.00    
  493.50      382.50     0.21301      0.0000      999.00    
  493.50      385.50     0.30431      0.0000      999.00    
  493.50      388.50     0.18258     0.69803E-01  167.14    
  493.50      391.50     0.18258     0.32092      174.94    
  493.50      394.50     0.21301     0.31770      174.71    
  493.50      397.50     0.10651     0.36301      171.96    
  493.50      400.50     0.12172     0.34852      174.36    
  493.50      403.50     0.31952      0.0000      999.00    
  493.50      406.50     0.18258      0.0000      999.00    
  493.50      409.50     0.30431     0.55327E-01 -90.000    
  493.50      412.50     0.24344     0.30179     -165.47    
  493.50      415.50     0.24344     0.33276     -176.34    
  493.50      418.50     0.18258     0.29689     -179.07    
  493.50      421.50     0.19780     0.27624     -175.21    
  493.50      424.50     0.18258     0.40491     -174.59    
  493.50      427.50     0.24344     0.42502     -174.78    
  493.50      430.50     0.22823     0.44770     -174.45    
  493.50      433.50     0.19780     0.42531     -176.47    
  493.50      436.50     0.15215     0.39291     -179.02    
  493.50      439.50     0.10651     0.32586      178.95    
  493.50      442.50     0.76076E-01 0.11143      174.76    
  493.50      445.50     0.76076E-01  0.0000      999.00    
  493.50      448.50     0.60861E-01  0.0000      999.00    
  493.50      451.50     0.91292E-01  0.0000      999.00    
  493.50      454.50     0.30431E-01  0.0000      999.00    
  493.50      457.50     0.30431E-01  0.0000      999.00    
  493.50      460.50     0.60861E-01  0.0000      999.00    
  493.50      463.50     0.45646E-01  0.0000      999.00    
  493.50      466.50     0.30431E-01  0.0000      999.00    
  493.50      469.50     0.30431E-01  0.0000      999.00    
  493.50      472.50     0.15215E-01  0.0000      999.00    
  493.50      475.50     0.45646E-01  0.0000      999.00    
  493.50      478.50     0.15215E-01  0.0000      999.00    
  493.50      481.50     0.15215E-01  0.0000      999.00    
  493.50      484.50     0.15215E-01  0.0000      999.00    
  493.50      487.50      0.0000      0.0000      999.00    
  493.50      490.50     0.15215E-01  0.0000      999.00    
  493.50      493.50      0.0000      0.0000      999.00    
  493.50      496.50     0.45646E-01  0.0000      999.00    
  493.50      499.50     0.30431E-01  0.0000      999.00    
  493.50      502.50     0.76076E-01 0.10864E-01 -90.000    
  493.50      505.50     0.76076E-01 0.17990     -50.406    
  493.50      508.50     0.12172     0.35507     -81.150    
  493.50      511.50     0.12172     0.50958     -92.628    
  493.50      514.50     0.91292E-01 0.60709     -92.381    
  493.50      517.50     0.91292E-01 0.67011     -96.240    
  493.50      520.50     0.16737     0.71002     -98.315    
  493.50      523.50     0.15215     0.73068     -101.93    
  493.50      526.50     0.76076E-01 0.74571     -108.66    
  493.50      529.50     0.15215     0.69979     -111.43    
  493.50      532.50     0.24344     0.64667     -118.40    
  493.50      535.50     0.76076E-01 0.52772     -121.31    
  493.50      538.50     0.19780     0.40118     -140.47    
  493.50      541.50     0.10651     0.22236     -154.75    
  493.50      544.50     0.19780     0.42549      168.41    
  493.50      547.50     0.21301     0.50381      153.85    
  493.50      550.50     0.16737     0.78633      165.93    
  493.50      553.50     0.38038     0.94671      174.46    
  493.50      556.50     0.25866     0.94712     -179.13    
  493.50      559.50     0.22823     0.98574     -176.04    
  493.50      562.50     0.19780      1.0144     -174.59    
  493.50      565.50     0.19780      1.0220     -173.31    
  493.50      568.50     0.21301      1.0411     -171.87    
  493.50      571.50     0.13694      1.0524     -170.59    
  493.50      574.50     0.13694      1.0617     -169.64    
  493.50      577.50     0.91292E-01  1.0721     -168.86    
  493.50      580.50     0.45646E-01  1.0838     -168.30    
  493.50      583.50     0.30431E-01  1.0924     -167.95    
  493.50      586.50     0.30431E-01  1.0975     -167.64    
  493.50      589.50     0.12172      1.1065     -167.27    
  493.50      592.50     0.15215E-01  1.1130     -166.98    
  493.50      595.50     0.15215E-01  1.1192     -166.72    
  493.50      598.50     0.15215E-01  1.1242     -166.50    
  493.50      601.50     0.15215E-01  1.1318     -166.38    
  493.50      604.50      0.0000      1.1341     -166.23    
  493.50      607.50      0.0000      1.1417     -165.99    
  493.50      610.50      0.0000      1.1464     -165.86    
  493.50      613.50     0.15215E-01  1.1499     -165.74    
  493.50      616.50      0.0000      1.1537     -165.63    
  493.50      619.50      0.0000      1.1572     -165.53    
  493.50      622.50      0.0000      1.1618     -165.48    
  493.50      625.50      0.0000      1.1623     -165.38    
  493.50      628.50      0.0000      1.1665     -165.30    
  493.50      631.50      0.0000      1.1667     -165.17    
  493.50      634.50      0.0000      1.1704     -165.09    
  493.50      637.50      0.0000      1.1702     -164.95    
  493.50      640.50      0.0000      1.1726     -164.90    
  493.50      643.50      0.0000      1.1724     -164.82    
  493.50      646.50      0.0000      1.1745     -164.71    
  493.50      649.50      0.0000      1.1736     -164.57    
  493.50      652.50      0.0000      1.1763     -164.45    
  493.50      655.50      0.0000      1.1764     -164.31    
  493.50      658.50      0.0000      1.1764     -164.16    
  493.50      661.50      0.0000      1.1758     -164.08    
  493.50      664.50      0.0000      1.1762     -164.00    
  493.50      667.50      0.0000      1.1758     -163.84    
  493.50      670.50      0.0000      1.1753     -163.68    
  493.50      673.50      0.0000      1.1769     -163.54    
  493.50      676.50      0.0000      1.1754     -163.35    
  493.50      679.50      0.0000      1.1755     -163.17    
  493.50      682.50      0.0000      1.1735     -163.05    
  493.50      685.50      0.0000      1.1743     -162.97    
  493.50      688.50      0.0000      1.1727     -162.76    
  493.50      691.50      0.0000      1.1726     -162.56    
  493.50      694.50      0.0000      1.1724     -162.36    
  493.50      697.50      0.0000      1.1722     -162.15    
  493.50      700.50      0.0000      1.1701     -162.00    
  493.50      703.50      0.0000      1.1707     -161.89    
  493.50      706.50      0.0000      1.1698     -161.65    
  493.50      709.50      0.0000      1.1690     -161.40    
  493.50      712.50      0.0000      1.1696     -161.17    
  493.50      715.50      0.0000      1.1689     -160.90    
  493.50      718.50      0.0000      1.1682     -160.63    
  493.50      721.50      0.0000      1.1667     -160.46    
  493.50      724.50      0.0000      1.1669     -160.31    
  493.50      727.50      0.0000      1.1660     -160.01    
  493.50      730.50      0.0000      1.1656     -159.72    
  493.50      733.50      0.0000      1.1663     -159.43    
  493.50      736.50      0.0000      1.1659     -159.11    
  493.50      739.50      0.0000      1.1645     -158.91    
  493.50      742.50      0.0000      1.1645     -158.73    
  493.50      745.50      0.0000      1.1642     -158.39    
  493.50      748.50      0.0000      1.1638     -158.05    
  493.50      751.50      0.0000      1.1650     -157.73    
  496.50      1.5000      0.0000      1.3112     -151.86    
  496.50      4.5000      0.0000      1.3121     -152.34    
  496.50      7.5000      0.0000      1.3215     -153.00    
  496.50      10.500      0.0000      1.3196     -153.42    
  496.50      13.500      0.0000      1.3290     -154.09    
  496.50      16.500      0.0000      1.3293     -154.58    
  496.50      19.500      0.0000      1.3422     -154.94    
  496.50      22.500      0.0000      1.3473     -155.24    
  496.50      25.500      0.0000      1.3520     -155.82    
  496.50      28.500      0.0000      1.3566     -156.41    
  496.50      31.500      0.0000      1.3591     -156.97    
  496.50      34.500      0.0000      1.3689     -157.65    
  496.50      37.500      0.0000      1.3705     -157.91    
  496.50      40.500     0.15215E-01  1.3810     -158.32    
  496.50      43.500      0.0000      1.3797     -158.84    
  496.50      46.500      0.0000      1.3894     -159.54    
  496.50      49.500      0.0000      1.3876     -160.08    
  496.50      52.500      0.0000      1.3960     -160.78    
  496.50      55.500     0.15215E-01  1.3937     -161.34    
  496.50      58.500      0.0000      1.4055     -161.79    
  496.50      61.500      0.0000      1.4042     -162.07    
  496.50      64.500      0.0000      1.4136     -162.81    
  496.50      67.500     0.15215E-01  1.4101     -163.42    
  496.50      70.500      0.0000      1.4188     -164.20    
  496.50      73.500     0.30431E-01  1.4212     -164.90    
  496.50      76.500     0.15215E-01  1.4234     -165.64    
  496.50      79.500     0.30431E-01  1.4270     -166.06    
  496.50      82.500     0.15215E-01  1.4311     -166.50    
  496.50      85.500      0.0000      1.4395     -167.33    
  496.50      88.500      0.0000      1.4326     -168.05    
  496.50      91.500     0.30431E-01  1.4420     -168.91    
  496.50      94.500     0.15215E-01  1.4341     -169.68    
  496.50      97.500     0.30431E-01  1.4421     -170.23    
  496.50      100.50     0.76076E-01  1.4370     -170.72    
  496.50      103.50     0.60861E-01  1.4424     -171.62    
  496.50      106.50     0.76076E-01  1.4313     -172.49    
  496.50      109.50     0.76076E-01  1.4396     -173.44    
  496.50      112.50     0.60861E-01  1.4273     -174.34    
  496.50      115.50     0.10651      1.4292     -175.28    
  496.50      118.50     0.91292E-01  1.4165     -175.91    
  496.50      121.50     0.45646E-01  1.4221     -177.01    
  496.50      124.50     0.76076E-01  1.4152     -177.99    
  496.50      127.50     0.15215      1.4085     -179.00    
  496.50      130.50     0.16737      1.4076     -179.98    
  496.50      133.50     0.18258      1.3983      179.00    
  496.50      136.50     0.15215      1.3762      178.19    
  496.50      139.50     0.25866      1.3581      177.33    
  496.50      142.50     0.91292E-01  1.2584      176.10    
  496.50      145.50     0.45646E-01  1.1360      175.06    
  496.50      148.50      0.0000     0.93611      174.03    
  496.50      151.50     0.60861E-01 0.69011      176.38    
  496.50      154.50     0.30431E-01  0.0000      999.00    
  496.50      157.50      0.0000      0.0000      999.00    
  496.50      160.50     0.30431E-01  0.0000      999.00    
  496.50      163.50      0.0000      0.0000      999.00    
  496.50      166.50      0.0000      0.0000      999.00    
  496.50      169.50     0.15215E-01  0.0000      999.00    
  496.50      172.50      0.0000      0.0000      999.00    
  496.50      175.50      0.0000     0.61640E-01  90.000    
  496.50      178.50      0.0000     0.30968     -158.19    
  496.50      181.50      0.0000      1.1768     -170.38    
  496.50      184.50      0.0000      1.5429      179.72    
  496.50      187.50     0.15215E-01  1.5796      178.36    
  496.50      190.50      0.0000      1.5859     -179.07    
  496.50      193.50      0.0000      1.5001      179.05    
  496.50      196.50      0.0000     0.90466      175.66    
  496.50      199.50      0.0000      0.0000      999.00    
  496.50      202.50      0.0000      0.0000      999.00    
  496.50      205.50      0.0000      0.0000      999.00    
  496.50      208.50      0.0000      0.0000      999.00    
  496.50      211.50      0.0000      0.0000      999.00    
  496.50      214.50      0.0000      0.0000      999.00    
  496.50      217.50      0.0000      0.0000      999.00    
  496.50      220.50      0.0000      0.0000      999.00    
  496.50      223.50     0.10651      0.0000      999.00    
  496.50      226.50     0.10651     0.32374E-01 -90.000    
  496.50      229.50     0.15215     0.91823E-01 -159.36    
  496.50      232.50     0.60861E-01 0.58642E-01  180.00    
  496.50      235.50     0.76076E-01  0.0000      999.00    
  496.50      238.50     0.91292E-01  0.0000      999.00    
  496.50      241.50      0.0000      0.0000      999.00    
  496.50      244.50     0.15215E-01  0.0000      999.00    
  496.50      247.50     0.15215E-01  0.0000      999.00    
  496.50      250.50     0.30431E-01  0.0000      999.00    
  496.50      253.50      0.0000      0.0000      999.00    
  496.50      256.50      0.0000      0.0000      999.00    
  496.50      259.50      0.0000      0.0000      999.00    
  496.50      262.50      0.0000      0.0000      999.00    
  496.50      265.50      0.0000      0.0000      999.00    
  496.50      268.50      0.0000      0.0000      999.00    
  496.50      271.50      0.0000      0.0000      999.00    
  496.50      274.50      0.0000      0.0000      999.00    
  496.50      277.50      0.0000      0.0000      999.00    
  496.50      280.50      0.0000      0.0000      999.00    
  496.50      283.50      0.0000      0.0000      999.00    
  496.50      286.50      0.0000      0.0000      999.00    
  496.50      289.50     0.15215E-01  0.0000      999.00    
  496.50      292.50      0.0000      0.0000      999.00    
  496.50      295.50     0.15215E-01  0.0000      999.00    
  496.50      298.50     0.76076E-01  0.0000      999.00    
  496.50      301.50     0.30431      0.0000      999.00    
  496.50      304.50     0.69990     0.11727      160.99    
  496.50      307.50     0.83684     0.46632      172.41    
  496.50      310.50     0.88249     0.50718      179.65    
  496.50      313.50     0.53253     0.49624     -176.46    
  496.50      316.50     0.42603     0.49759     -174.41    
  496.50      319.50     0.33474     0.40024     -169.61    
  496.50      322.50     0.25866     0.14499     -163.00    
  496.50      325.50     0.15215     0.16973     -16.575    
  496.50      328.50     0.13694     0.29618     -11.581    
  496.50      331.50      0.0000     0.17699     -6.2938    
  496.50      334.50     0.15215E-01  0.0000     -360.61    
  496.50      337.50      0.0000      0.0000     -999.00    
  496.50      340.50      0.0000      0.0000     -999.00    
  496.50      343.50      0.0000      0.0000     -999.00    
  496.50      346.50      0.0000      0.0000     -999.00    
  496.50      349.50     0.15215E-01  0.0000     -999.00    
  496.50      352.50     0.16737      0.0000     -999.00    
  496.50      355.50     0.21301     0.62073E-01  90.000    
  496.50      358.50     0.36517     0.78332      169.71    
  496.50      361.50     0.34995      1.1060      173.36    
  496.50      364.50     0.30431E-01 0.21667      166.65    
  496.50      367.50     0.45646E-01  0.0000      999.00    
  496.50      370.50     0.45646E-01  0.0000      999.00    
  496.50      373.50      0.0000      0.0000      999.00    
  496.50      376.50     0.15215E-01  0.0000      999.00    
  496.50      379.50      0.0000      0.0000      999.00    
  496.50      382.50     0.45646E-01  0.0000      999.00    
  496.50      385.50     0.18258     0.16392E-01  90.000    
  496.50      388.50     0.18258     0.68594E-01  172.78    
  496.50      391.50     0.13694     0.38024     -179.92    
  496.50      394.50     0.25866     0.36385      177.15    
  496.50      397.50     0.60861E-01 0.36284      176.46    
  496.50      400.50     0.16737     0.34266      178.07    
  496.50      403.50     0.16737      0.0000      999.00    
  496.50      406.50     0.30431      0.0000      999.00    
  496.50      409.50     0.34995     0.55327E-01 -90.000    
  496.50      412.50     0.31952     0.24155     -161.30    
  496.50      415.50     0.31952     0.34144     -172.55    
  496.50      418.50     0.24344     0.34123     -174.86    
  496.50      421.50     0.27388     0.30269     -176.67    
  496.50      424.50     0.25866     0.39151     -176.87    
  496.50      427.50     0.22823     0.42857     -177.38    
  496.50      430.50     0.28909     0.44664     -178.24    
  496.50      433.50     0.22823     0.43526     -179.81    
  496.50      436.50     0.13694     0.40250      177.68    
  496.50      439.50     0.15215     0.32406      175.84    
  496.50      442.50     0.13694     0.62164E-01  168.71    
  496.50      445.50     0.60861E-01  0.0000      999.00    
  496.50      448.50     0.91292E-01  0.0000      999.00    
  496.50      451.50     0.10651      0.0000      999.00    
  496.50      454.50     0.30431E-01  0.0000      999.00    
  496.50      457.50     0.45646E-01  0.0000      999.00    
  496.50      460.50     0.60861E-01  0.0000      999.00    
  496.50      463.50     0.15215E-01  0.0000      999.00    
  496.50      466.50     0.30431E-01  0.0000      999.00    
  496.50      469.50     0.45646E-01  0.0000      999.00    
  496.50      472.50     0.15215E-01  0.0000      999.00    
  496.50      475.50     0.30431E-01  0.0000      999.00    
  496.50      478.50      0.0000      0.0000      999.00    
  496.50      481.50     0.45646E-01  0.0000      999.00    
  496.50      484.50     0.15215E-01  0.0000      999.00    
  496.50      487.50     0.15215E-01  0.0000      999.00    
  496.50      490.50      0.0000      0.0000      999.00    
  496.50      493.50      0.0000      0.0000      999.00    
  496.50      496.50     0.30431E-01  0.0000      999.00    
  496.50      499.50     0.10651      0.0000      999.00    
  496.50      502.50     0.76076E-01 0.12506E-02 -90.000    
  496.50      505.50     0.60861E-01 0.24802     -31.344    
  496.50      508.50     0.60861E-01 0.41839     -61.471    
  496.50      511.50     0.60861E-01 0.48769     -79.582    
  496.50      514.50     0.76076E-01 0.50543     -89.556    
  496.50      517.50     0.60861E-01 0.53384     -95.425    
  496.50      520.50     0.91292E-01 0.59373     -97.310    
  496.50      523.50     0.24344     0.67228     -101.26    
  496.50      526.50     0.21301     0.69435     -106.75    
  496.50      529.50     0.16737     0.66931     -119.58    
  496.50      532.50     0.19780     0.63469     -126.99    
  496.50      535.50     0.13694     0.58548     -136.25    
  496.50      538.50     0.24344     0.54808     -152.35    
  496.50      541.50     0.22823     0.45435     -166.01    
  496.50      544.50     0.21301     0.57236      174.55    
  496.50      547.50     0.21301     0.61599      170.29    
  496.50      550.50     0.30431     0.78333      174.43    
  496.50      553.50     0.42603     0.87385      177.89    
  496.50      556.50     0.18258     0.90397     -179.12    
  496.50      559.50     0.31952     0.95790     -176.61    
  496.50      562.50     0.18258     0.98709     -174.27    
  496.50      565.50     0.27388      1.0047     -172.59    
  496.50      568.50     0.19780      1.0253     -170.65    
  496.50      571.50     0.13694      1.0430     -169.91    
  496.50      574.50     0.76076E-01  1.0519     -169.30    
  496.50      577.50     0.10651      1.0666     -168.55    
  496.50      580.50     0.76076E-01  1.0796     -168.01    
  496.50      583.50     0.30431E-01  1.0863     -167.48    
  496.50      586.50     0.30431E-01  1.0970     -167.14    
  496.50      589.50     0.30431E-01  1.1079     -166.86    
  496.50      592.50     0.60861E-01  1.1146     -166.65    
  496.50      595.50     0.76076E-01  1.1217     -166.49    
  496.50      598.50     0.45646E-01  1.1270     -166.30    
  496.50      601.50     0.15215E-01  1.1355     -166.16    
  496.50      604.50      0.0000      1.1378     -166.00    
  496.50      607.50      0.0000      1.1455     -165.90    
  496.50      610.50      0.0000      1.1480     -165.79    
  496.50      613.50      0.0000      1.1537     -165.73    
  496.50      616.50     0.15215E-01  1.1554     -165.62    
  496.50      619.50      0.0000      1.1613     -165.48    
  496.50      622.50      0.0000      1.1641     -165.39    
  496.50      625.50      0.0000      1.1668     -165.31    
  496.50      628.50      0.0000      1.1690     -165.22    
  496.50      631.50      0.0000      1.1708     -165.16    
  496.50      634.50      0.0000      1.1725     -165.10    
  496.50      637.50      0.0000      1.1738     -165.01    
  496.50      640.50      0.0000      1.1764     -164.93    
  496.50      643.50      0.0000      1.1764     -164.81    
  496.50      646.50      0.0000      1.1785     -164.72    
  496.50      649.50      0.0000      1.1771     -164.63    
  496.50      652.50      0.0000      1.1793     -164.58    
  496.50      655.50      0.0000      1.1780     -164.44    
  496.50      658.50      0.0000      1.1791     -164.32    
  496.50      661.50      0.0000      1.1777     -164.16    
  496.50      664.50      0.0000      1.1796     -164.04    
  496.50      667.50      0.0000      1.1780     -163.87    
  496.50      670.50      0.0000      1.1781     -163.79    
  496.50      673.50      0.0000      1.1782     -163.71    
  496.50      676.50      0.0000      1.1775     -163.54    
  496.50      679.50      0.0000      1.1767     -163.36    
  496.50      682.50      0.0000      1.1772     -163.19    
  496.50      685.50      0.0000      1.1764     -163.00    
  496.50      688.50      0.0000      1.1755     -162.80    
  496.50      691.50      0.0000      1.1748     -162.69    
  496.50      694.50      0.0000      1.1740     -162.57    
  496.50      697.50      0.0000      1.1737     -162.36    
  496.50      700.50      0.0000      1.1722     -162.12    
  496.50      703.50      0.0000      1.1732     -161.92    
  496.50      706.50      0.0000      1.1718     -161.67    
  496.50      709.50      0.0000      1.1707     -161.53    
  496.50      712.50      0.0000      1.1701     -161.39    
  496.50      715.50      0.0000      1.1696     -161.13    
  496.50      718.50      0.0000      1.1685     -160.85    
  496.50      721.50      0.0000      1.1696     -160.58    
  496.50      724.50      0.0000      1.1689     -160.29    
  496.50      727.50      0.0000      1.1682     -159.98    
  496.50      730.50      0.0000      1.1668     -159.79    
  496.50      733.50      0.0000      1.1666     -159.62    
  496.50      736.50      0.0000      1.1661     -159.30    
  496.50      739.50      0.0000      1.1656     -158.97    
  496.50      742.50      0.0000      1.1663     -158.66    
  496.50      745.50      0.0000      1.1661     -158.33    
  496.50      748.50      0.0000      1.1645     -158.10    
  496.50      751.50      0.0000      1.1647     -157.90    
  499.50      1.5000      0.0000      1.3192     -151.82    
  499.50      4.5000      0.0000      1.3202     -152.30    
  499.50      7.5000      0.0000      1.3325     -152.75    
  499.50      10.500      0.0000      1.3334     -152.94    
  499.50      13.500      0.0000      1.3430     -153.62    
  499.50      16.500     0.15215E-01  1.3433     -154.10    
  499.50      19.500      0.0000      1.3507     -154.73    
  499.50      22.500      0.0000      1.3508     -155.22    
  499.50      25.500      0.0000      1.3606     -155.90    
  499.50      28.500      0.0000      1.3629     -156.15    
  499.50      31.500      0.0000      1.3739     -156.50    
  499.50      34.500      0.0000      1.3785     -157.09    
  499.50      37.500      0.0000      1.3830     -157.70    
  499.50      40.500     0.15215E-01  1.3857     -158.28    
  499.50      43.500      0.0000      1.3900     -158.91    
  499.50      46.500      0.0000      1.3943     -159.53    
  499.50      49.500      0.0000      1.4008     -159.90    
  499.50      52.500      0.0000      1.4120     -160.33    
  499.50      55.500      0.0000      1.4098     -160.90    
  499.50      58.500      0.0000      1.4197     -161.63    
  499.50      61.500      0.0000      1.4160     -162.21    
  499.50      64.500      0.0000      1.4260     -162.97    
  499.50      67.500     0.15215E-01  1.4248     -163.29    
  499.50      70.500      0.0000      1.4364     -163.76    
  499.50      73.500     0.30431E-01  1.4322     -164.40    
  499.50      76.500     0.15215E-01  1.4417     -165.20    
  499.50      79.500     0.60861E-01  1.4369     -165.88    
  499.50      82.500     0.45646E-01  1.4457     -166.78    
  499.50      85.500      0.0000      1.4471     -167.57    
  499.50      88.500      0.0000      1.4500     -168.04    
  499.50      91.500      0.0000      1.4538     -168.54    
  499.50      94.500     0.30431E-01  1.4537     -169.40    
  499.50      97.500     0.45646E-01  1.4529     -170.26    
  499.50      100.50     0.30431E-01  1.4545     -171.19    
  499.50      103.50     0.15215E-01  1.4611     -172.15    
  499.50      106.50     0.45646E-01  1.4510     -172.69    
  499.50      109.50     0.15215E-01  1.4613     -173.35    
  499.50      112.50     0.91292E-01  1.4481     -174.34    
  499.50      115.50     0.91292E-01  1.4505     -175.37    
  499.50      118.50     0.45646E-01  1.4425     -176.41    
  499.50      121.50     0.91292E-01  1.4433     -177.44    
  499.50      124.50     0.10651      1.4284     -178.48    
  499.50      127.50     0.76076E-01  1.4267     -179.22    
  499.50      130.50     0.15215      1.4187     -179.99    
  499.50      133.50     0.12172      1.4104      178.46    
  499.50      136.50     0.15215      1.3893      177.40    
  499.50      139.50     0.10651      1.3666      176.23    
  499.50      142.50     0.45646E-01  1.2834      174.92    
  499.50      145.50     0.91292E-01  1.1273      173.53    
  499.50      148.50     0.30431E-01 0.97221      172.36    
  499.50      151.50      0.0000     0.52528      173.35    
  499.50      154.50      0.0000      0.0000      999.00    
  499.50      157.50     0.30431E-01  0.0000      999.00    
  499.50      160.50     0.15215E-01  0.0000      999.00    
  499.50      163.50     0.30431E-01  0.0000      999.00    
  499.50      166.50      0.0000      0.0000      999.00    
  499.50      169.50      0.0000      0.0000      999.00    
  499.50      172.50      0.0000      0.0000      999.00    
  499.50      175.50      0.0000      0.0000      999.00    
  499.50      178.50      0.0000     0.17667     -90.000    
  499.50      181.50     0.15215E-01  1.0002     -172.38    
  499.50      184.50      0.0000      1.6193      178.21    
  499.50      187.50      0.0000      1.5576      179.53    
  499.50      190.50      0.0000      1.4844     -176.92    
  499.50      193.50      0.0000      1.3738     -166.09    
  499.50      196.50      0.0000      1.0532     -166.60    
  499.50      199.50      0.0000     0.41953      180.00    
  499.50      202.50      0.0000     0.14368E-02  0.0000    
  499.50      205.50      0.0000      0.0000      0.0000    
  499.50      208.50      0.0000      0.0000      0.0000    
  499.50      211.50      0.0000      0.0000      0.0000    
  499.50      214.50      0.0000      0.0000      0.0000    
  499.50      217.50      0.0000      0.0000      0.0000    
  499.50      220.50     0.45646E-01  0.0000      0.0000    
  499.50      223.50     0.15215      0.0000      0.0000    
  499.50      226.50     0.22823     0.55015E-02  90.000    
  499.50      229.50     0.33474     0.69246E-01 -170.75    
  499.50      232.50     0.76076E-01 0.88231E-01 -169.13    
  499.50      235.50     0.15215      0.0000     -999.00    
  499.50      238.50     0.15215E-01  0.0000     -999.00    
  499.50      241.50     0.91292E-01  0.0000     -999.00    
  499.50      244.50     0.76076E-01  0.0000     -999.00    
  499.50      247.50      0.0000      0.0000     -999.00    
  499.50      250.50     0.91292E-01  0.0000     -999.00    
  499.50      253.50      0.0000      0.0000     -999.00    
  499.50      256.50      0.0000      0.0000     -999.00    
  499.50      259.50      0.0000      0.0000     -999.00    
  499.50      262.50      0.0000      0.0000     -999.00    
  499.50      265.50     0.15215E-01  0.0000     -999.00    
  499.50      268.50      0.0000      0.0000     -999.00    
  499.50      271.50      0.0000      0.0000     -999.00    
  499.50      274.50      0.0000      0.0000     -999.00    
  499.50      277.50      0.0000      0.0000     -999.00    
  499.50      280.50      0.0000      0.0000     -999.00    
  499.50      283.50      0.0000      0.0000     -999.00    
  499.50      286.50      0.0000      0.0000     -999.00    
  499.50      289.50     0.15215E-01  0.0000     -999.00    
  499.50      292.50      0.0000      0.0000     -999.00    
  499.50      295.50     0.15215E-01  0.0000     -999.00    
  499.50      298.50     0.15215E-01  0.0000     -999.00    
  499.50      301.50     0.34995     0.25819E-01  90.000    
  499.50      304.50     0.53253     0.11809     -159.87    
