id	x	y	z
64	589.2737046	506.4836912	24.2
64	584.3825708	517.6878	24.2
65	589.2737046	506.4836912	24.2
65	610.1341938	515.5903007	24.2
65	619.3304314	494.5245007	24.2
65	598.4699422	485.4178912	24.2
66	610.1341938	515.5903007	24.2
66	612.8691154	516.7842259	24.2
66	617.319594	506.5895248	24.2
66	614.5846724	505.3955996	24.2
67	598.4699422	485.4178912	24.2
67	618.3553174	494.0988164	24.2
67	619.647932	491.1378272	24.2
67	599.7625568	482.456902	24.2
68	619.647932	491.1378272	24.2
68	620.8737687	488.3298059	24.2
68	602.8203984	480.4486392	24.2
68	601.5945616	483.2566605	24.2
69	374.9781944	500.2427644	25
69	381.592791	499.3167209	25
69	380.8147909	493.7595775	25
69	374.2001943	494.685621	25
70	380.8147909	493.7595775	20
70	382.5885875	506.4295531	20
70	399.8490775	504.0130845	20
70	398.0752809	491.3431089	20
71	439.9255951	409.3264576	12.5
71	453.0406083	407.677494	12.5
71	448.4897659	371.4824216	12.5
71	435.3747527	373.1313852	12.5
72	435.3747527	373.1313852	12.5
72	432.8535604	373.4483772	12.5
72	436.4330882	401.9181095	12.5
72	438.9542804	401.6011174	12.5
73	448.4897659	371.4824216	12.5
73	450.8659037	390.381006	12.5
73	455.9064604	389.7472518	12.5
73	453.5303226	370.8486674	12.5
74	453.0406083	407.677494	12.5
74	457.5398216	407.1118034	12.5
74	456.6472953	400.0131057	12.5
74	452.148082	400.5787962	12.5
75	457.8511518	372.4566964	11
75	458.7771953	394.9463247	11
75	466.7203093	394.6192553	11
75	465.7942657	372.129627	11
76	472.8795152	383.4104683	9
76	479.4621174	383.1162738	9
76	478.8987981	370.512005	9
76	472.3161959	370.8061995	9
77	478.8987981	370.512005	7
77	479.8612389	392.0466178	7
77	488.0930873	391.678714	7
77	487.1306465	370.1441012	7
78	487.1306465	370.1441012	7
78	487.8694046	386.6738121	7
78	495.7660193	386.3208908	7
78	495.0272613	369.7911798	7
79	495.0272613	369.7911798	11
79	495.9067791	389.4703906	11
79	524.9363902	388.1729778	11
79	524.0568724	368.4937671	11
80	495.0272613	369.7911798	11
80	523.293469	368.5278857	11
80	523.2165951	366.8078309	11
80	494.9503874	368.0711251	11
81	524.9363902	388.1729778	13
81	539.1699903	387.5368393	13
81	538.2317293	366.543247	13
81	523.9981291	367.1793856	13
82	538.2317293	366.543247	16
82	538.885026	381.1607616	16
82	575.8687837	379.5078563	16
82	575.215487	364.8903417	16
83	578.4087888	379.4020228	16
83	564.2142807	380.0364142	16
83	564.45199	385.3551597	16
83	578.6464981	384.7207682	16
84	580.0223342	384.8266018	16
84	563.262127	385.5756613	16
84	563.7773012	397.1026832	16
84	580.5375083	396.3536236	16
85	580.5375083	396.5652907	16
85	560.3318812	397.4683355	16
85	560.6022948	403.5188418	16
85	580.807922	402.6157971	16
86	580.9632341	402.6815793	16
86	564.404241	403.4216461	16
86	564.5676146	407.0771311	16
86	581.1266078	406.3370644	16
87	581.2887963	406.5887827	16
87	582.5491863	406.5324525	16
87	582.1129629	396.7719533	16
87	580.8525729	396.8282836	16
88	581.3850173	406.7441195	12
88	562.0113892	407.6099799	12
88	562.2956315	413.9699044	12
88	581.6692597	413.104044	12
89	581.82801	413.5273782	12
89	560.0951337	414.4986798	12
89	560.4700029	422.8863806	12
89	582.2028792	421.915079	12
90	581.9912121	422.4971635	5
90	567.6746335	423.1370105	5
90	568.0371014	431.2472306	5
90	582.35368	430.6073836	5
91	582.5124303	428.8611301	5
91	583.6710334	428.809349	5
91	583.4358822	423.5478402	5
91	582.2772792	423.5996214	5
92	583.0360321	430.8731031	5
92	569.219538	431.4905999	5
92	569.7833549	444.1060063	5
92	583.599849	443.4885096	5
93	584.3936006	443.6472599	14
93	563.0877878	444.5994747	14
93	563.5127173	454.1072763	14
93	584.8185301	453.1550615	14
94	443.1773308	360.9508261	14
94	441.2823031	340.1055215	14
94	427.3552158	341.3716203	14
94	429.2502435	362.216925	14
95	438.1834188	340.3872382	14
95	436.9934421	327.2974938	14
95	424.4977101	328.4334694	14
95	425.6876869	341.5232139	14
96	436.9934421	327.2974938	12.8
96	436.3187532	319.8759165	12.8
96	421.6402044	321.21033	12.8
96	422.3148933	328.6319073	12.8
97	436.3187532	319.8759165	12.8
97	436.9934421	327.2974938	12.8
97	444.9517777	326.5740088	12.8
97	444.2770888	319.1524314	12.8
98	421.6402044	321.21033	5
98	440.5841921	319.4881493	5
98	439.4996151	307.5578027	5
98	420.5556274	309.2799834	5
99	439.4996151	307.5578027	11
99	438.4618825	296.142744	11
99	417.6714465	298.0327836	11
99	418.7091791	309.4478423	11
100	436.586807	296.3132054	11
100	435.7924048	287.5747812	11
100	415.0520662	289.4602665	11
100	415.8464684	298.1986907	11
101	435.7924048	287.5747812	12
101	433.9882465	267.7290396	12
101	410.6070573	269.8546023	12
101	412.4112157	289.7003438	12
102	431.504845	267.9548034	12
102	429.6466856	247.5150494	12
102	406.5589242	249.6139368	12
102	408.4170837	270.0536908	12
103	429.6466856	247.5150494	12
103	428.4669018	234.5374278	12
103	409.6016387	236.2524517	12
103	410.7814224	249.2300733	12
104	401.6641228	237.0991201	14
104	409.0950439	235.8288772	14
104	405.3682969	214.0274073	14
104	397.9373758	215.2976502	14
105	409.0950439	235.8288772	19.57
105	417.7853984	234.3433465	19.57
105	414.2583146	213.7099066	19.57
105	405.5679601	215.1954373	19.57
106	417.7853984	234.3433465	14
106	425.567871	233.0130093	14
106	422.0407873	212.3795695	14
106	414.2583146	213.7099067	14
107	425.567871	233.0130093	7.5
107	431.8834947	231.9334155	7.5
107	428.356411	211.2999757	7.5
107	422.0407873	212.3795695	7.5
108	428.356411	211.2999757	7.5
108	431.273688	228.366046	7.5
108	434.0491876	227.8916017	7.5
108	431.1319106	210.8255313	7.5
109	431.1319106	210.8255313	7.5
109	433.406329	224.1308789	7.5
109	440.5050338	222.9174251	7.5
109	438.2306154	209.6120775	7.5
110	438.2306154	209.6120775	15
110	442.2264346	232.9876194	15
110	467.7042549	228.6324365	15
110	463.7084357	205.2568945	15
111	467.7042549	228.6324365	22.3
111	556.0658602	213.5278886	22.3
111	553.1119257	196.2473717	22.3
111	464.7503204	211.3519196	22.3
112	464.7503204	211.3519196	22.3
112	503.7786955	204.6804025	22.3
112	502.7351583	198.5757097	22.3
112	463.7067831	205.2472268	22.3
113	556.0658602	213.5278886	22.3
113	484.0364614	225.8406063	22.3
113	484.5317885	228.73827	22.3
113	556.5611873	216.4255523	22.3
114	556.5611873	216.4255523	22.3
114	537.985203	219.6009343	22.3
114	539.5652319	228.8441036	22.3
114	558.1412163	225.6687216	22.3
115	553.7305963	199.866595	22.3
115	557.1597264	219.9270058	22.3
115	560.0969397	219.4249181	22.3
115	556.6678096	199.3645073	22.3
116	542.4227376	244.4016347	12
116	562.3194441	242.6024644	12
116	561.3046622	231.3801703	12
116	541.4079557	233.1793406	12
117	541.4079557	233.1793406	8
117	524.5655805	234.7023213	8
117	525.7010375	247.2591404	8
117	542.5434128	245.7361597	8
118	525.2376753	242.1348995	12
118	503.4977609	244.1007429	12
118	507.2860007	285.9942179	12
118	529.0259151	284.0283746	12
119	503.4977609	244.1007429	25
119	471.991804	246.9496858	25
119	476.5942727	297.8475749	25
119	508.1002296	294.998632	25
120	525.2376753	242.1348995	8
120	524.7147329	236.3517719	8
120	464.9525827	241.7557961	8
120	465.4755251	247.5389237	8
121	524.7147329	236.3517719	8
121	524.5589661	234.6291737	8
121	475.0067695	239.1099575	8
121	475.1625363	240.8325556	8
122	471.991804	246.9496858	12
122	465.6374549	247.5242812	12
122	466.8575865	261.0175013	12
122	473.2119356	260.4429059	12
123	476.5942727	297.8475749	12
123	474.9273906	279.4138205	12
123	468.8684239	279.9617058	12
123	470.5353059	298.3954602	12
124	470.5353059	298.3954602	12
124	471.5022722	309.0889698	12
124	525.595204	304.1975876	12
124	524.6282377	293.5040781	12
125	524.6282377	293.5040781	12
125	523.8140088	284.499664	12
125	507.2860007	285.9942179	12
125	508.1002296	294.998632	12
126	528.6133475	279.4658626	8
126	529.6385307	290.8031827	8
126	548.8785839	289.0633907	8
126	547.8534007	277.7260706	8
127	529.6385307	290.8031827	8
127	529.0259151	284.0283746	8
127	523.8140088	284.499664	8
127	524.4266244	291.2744721	8
128	548.7154957	287.2598276	12
128	568.9209856	285.4327355	12
128	567.928622	274.4583615	12
128	547.7231321	276.2854537	12
129	525.4023257	302.0645812	5
129	549.8542852	299.8534998	5
129	548.8785839	289.0633907	5
129	524.4266244	291.2744721	5
130	548.8785839	289.0633907	5
130	549.8542852	299.8534998	5
130	570.9110233	297.949433	5
130	569.935322	287.159324	5
131	570.9110233	297.949433	8.5
131	552.8491491	299.5826876	8.5
131	553.3765095	305.4146734	8.5
131	571.4383838	303.7814188	8.5
132	571.4383838	303.7814188	8.5
132	555.5558614	305.2176043	8.5
132	556.2340153	312.717188	8.5
132	572.1165376	311.2810025	8.5
133	572.1165376	311.2810025	8.5
133	548.0582351	313.4564873	8.5
133	548.5081665	318.4321994	8.5
133	572.566469	316.2567147	8.5
134	553.5881766	346.6897559	15
134	567.3465375	346.0547547	15
134	566.9466247	337.3899769	15
134	553.1882638	338.0249781	15
135	553.5881766	346.6897559	12
135	553.8015185	351.3121622	12
135	573.6965502	350.39393	12
135	573.4832084	345.7715237	12
136	573.4832084	345.7715237	12
136	573.0832955	337.1067459	12
136	566.9466247	337.3899769	12
136	567.3465375	346.0547547	12
137	566.9466247	337.3899769	12
137	573.0832955	337.1067459	12
137	572.1854602	317.6536455	12
137	566.0487893	317.9368764	12
138	566.9466247	337.3899769	15
138	566.0487893	317.9368764	15
138	557.1679201	318.3467627	15
138	558.0657554	337.7998631	15
139	558.0657554	337.7998631	12
139	557.1679201	318.3467627	12
139	552.2595582	318.5733025	12
139	553.1573936	338.0264029	12
140	553.8015185	351.3121622	11
140	553.0456735	334.935521	11
140	521.9439467	336.3709853	11
140	522.6997917	352.7476266	11
141	541.0071077	335.4911471	11
141	552.1739965	334.9757522	11
141	551.9477567	330.0738894	11
141	540.7808679	330.5892842	11
142	521.9439467	336.3709853	11
142	534.8192573	335.7767402	11
142	534.6439721	331.9788932	11
142	521.7686614	332.5731383	11
143	522.6997917	352.7476266	15
143	521.8851183	335.0963709	15
143	466.751753	337.6409878	15
143	467.5664263	355.2922435	15
144	522.6997917	352.7476266	15
144	467.5664263	355.2922435	15
144	467.6806711	357.7675461	15
144	522.8140364	355.2229292	15
145	521.8851183	335.0963709	15
145	521.8016188	333.2872147	15
145	474.4776017	335.4714002	15
145	474.5611013	337.2805564	15
146	513.7030655	333.6609941	15
146	513.5445401	330.2262782	15
146	505.3809969	330.6030571	15
146	505.5395222	334.0377731	15
147	498.3053345	334.3716587	15
147	498.1982512	332.0515194	15
147	489.4530484	332.4551441	15
147	489.5601317	334.7752834	15
148	474.4776017	335.4714002	15
148	482.4648599	335.1027575	15
148	482.3622008	332.8784783	15
148	474.3749427	333.247121	15
149	467.2008581	347.3715999	6
149	442.532252	348.510151	6
149	443.0333278	359.3667929	6
149	467.7019339	358.2282418	6
150	444.0677049	348.439284	6
150	459.2136	347.7402426	6
150	459.0259042	343.6734999	6
150	443.8800091	344.3725412	6
151	459.0259042	343.6734999	6
151	458.8834263	340.5864799	6
151	451.617556	340.9218277	6
151	451.7600339	344.0088478	6
152	467.7019339	358.2282418	6
152	445.1699372	359.2681802	6
152	445.2146266	360.2364497	6
152	467.7466233	359.1965114	6
153	464.6946134	414.877427	3
153	524.6228583	409.7180417	3
153	523.9779538	402.2272285	3
153	464.049709	407.3866138	3
154	469.0945901	406.7882794	3
154	485.0358859	405.41585	3
154	484.0224646	393.6445721	3
154	468.0811688	395.0170015	3
155	529.4382846	432.7368378	3
155	543.4703385	431.4716526	3
155	542.7733113	423.7409864	3
155	528.7412573	425.0061716	3
156	542.7733113	423.7409864	3
156	541.4290665	408.8320905	3
156	532.1899568	409.6651249	3
156	533.5342015	424.5740209	3
157	526.1891948	412.7237144	3
157	531.9042062	412.4062138	3
157	531.2858126	401.27513	3
157	525.5708012	401.5926306	3
158	556.9750314	434.5860946	3
158	566.9233846	433.7394263	3
158	566.2483331	425.8075707	3
158	556.2999799	426.6542391	3
159	170.1752917	263.0680262	13.68
159	172.5234133	277.6582959	13.68
159	274.1236165	261.3070132	13.68
159	271.7754949	246.7167435	13.68
160	174.6930009	277.9228798	13.68
160	174.9664374	279.6219025	13.68
160	197.2686793	276.0326355	13.68
160	196.9952428	274.3336128	13.68
161	184.0924029	324.4514823	18.4
161	193.7795121	322.9747888	18.4
161	189.8107542	296.9397367	18.4
161	180.123645	298.4164302	18.4
162	172.846961	299.5256809	16
162	176.8157189	325.5607329	16
162	184.0924029	324.4514823	16
162	180.123645	298.4164302	16
163	176.8157189	325.5607329	16
163	177.7940283	331.9784428	16
163	194.8874245	329.3727421	16
163	193.9091151	322.9550323	16
164	189.8107542	296.9397367	16
164	188.6736714	289.4804734	16
164	171.7098781	292.0664175	16
164	172.846961	299.5256809	16
165	177.7940283	331.9784428	8
165	180.8298304	351.8933041	8
165	197.9232266	349.2876035	8
165	194.8874245	329.3727421	8
166	180.8298304	351.8933041	8
166	178.3999918	335.9535632	8
166	176.7898883	336.1990058	8
166	179.2197269	352.1387467	8
167	194.8874245	329.3727421	8
167	196.5541125	340.3062153	8
167	197.9830557	340.0883886	8
167	196.3163677	329.1549154	8
168	179.2197269	352.1387467	8
168	180.4326634	360.0956097	8
168	199.7293092	357.1540477	8
168	198.5163727	349.1971848	8
169	180.4326634	360.0956097	13
169	183.1243123	377.7528259	13
169	203.6980671	374.6165826	13
169	201.0064182	356.9593665	13
170	183.1243123	377.7528259	13
170	180.9053783	363.1966197	13
170	179.4092685	363.4246853	13
170	181.6282025	377.9808914	13
171	181.6282025	377.9808914	5
171	182.859093	386.0555322	5
171	198.5386818	383.6653507	5
171	197.3077913	375.59071	5
172	182.859093	386.0555322	10
172	187.4599164	416.2369319	10
172	207.4286996	413.1929098	10
172	202.8278761	383.0115101	10
173	187.4599164	416.2369319	10
173	184.2276303	395.0331361	10
173	183.2986513	395.1747488	10
173	186.5309375	416.3785445	10
174	186.5309375	416.3785445	12
174	189.8733989	438.3050892	12
174	209.3337034	435.3385791	12
174	205.991242	413.4120344	12
175	205.991242	413.4120344	12
175	209.3337034	435.3385791	12
175	211.5937136	434.9940653	12
175	208.2512521	413.0675206	12
176	189.8733989	438.3050892	12
176	188.7190831	430.7327778	12
176	187.664285	430.8935702	12
176	188.8186009	438.4658816	12
177	188.8186009	438.4658816	10
177	190.5710724	454.8052291	10
177	210.8480494	452.6304285	10
177	209.0955779	436.291081	10
178	190.5710724	454.8052291	13
178	191.0435406	459.2103348	13
178	206.3968225	457.5636235	13
178	205.9243543	453.1585178	13
179	191.0435406	459.2103348	13
179	192.8678052	476.2190532	13
179	204.7299442	474.9467833	13
179	202.9056796	457.938065	13
180	204.7299442	474.9467833	13
180	208.9464044	474.4945482	13
180	207.6668251	462.5642586	13
180	203.4503648	463.0164936	13
181	208.9464044	474.4945482	6
181	222.9454423	472.9930859	6
181	221.6658629	461.0627963	6
181	207.6668251	462.5642586	6
182	222.9454423	472.9930859	12
182	243.3859179	470.8007493	12
182	241.0857513	449.3549092	12
182	220.6452757	451.5472458	12
183	243.3859179	470.8007493	13.5
183	262.5512223	468.7451808	13.5
183	260.2510556	447.2993407	13.5
183	241.0857513	449.3549092	13.5
184	262.5512223	468.7451808	14.5
184	277.6270481	467.128228	14.5
184	275.2170695	444.6585456	14.5
184	260.1412438	446.2754985	14.5
185	277.6270481	467.128228	14.5
185	279.2517882	466.953967	14.5
185	277.5983243	451.5377261	14.5
185	275.9735841	451.7119871	14.5
186	279.2517882	466.953967	13
186	286.2260131	466.2059488	13
186	284.2129209	447.4366762	13
186	277.238696	448.1846944	13
187	286.1311539	464.5684813	13
187	300.0647126	463.0083531	13
187	298.6988873	450.8101204	13
187	284.7653286	452.3702487	13
188	300.0647126	463.0083531	13
188	309.2457984	461.9803551	13
188	307.1655709	443.4017723	13
188	297.9844852	444.4297703	13
189	306.0410895	440.8882256	14
189	302.1182098	414.6351073	14
189	289.769182	416.4803643	14
189	293.6920617	442.7334826	14
190	289.769182	416.4803643	14
190	284.7462772	417.2309133	14
190	288.3801167	441.5496853	14
190	293.4030215	440.7991363	14
191	307.1655709	443.4017723	13
191	306.9078149	441.0997446	13
191	297.8030497	442.1191971	13
191	298.0608057	444.4212248	13
192	300.6902888	414.8484748	14
192	294.6871682	374.6737444	14
192	272.2722511	378.0230999	14
192	278.2753718	418.1978302	14
193	293.6314211	374.8314997	11
193	292.3400857	366.1894857	11
193	272.0208965	369.2256864	11
193	273.3122319	377.8677004	11
194	274.4021512	365.7860962	10
194	295.7011522	361.6850463	10
194	292.8712111	346.9876106	10
194	271.5722102	351.0886605	10
195	289.6389121	346.9887818	13.5
195	283.5884066	315.5651889	13.5
195	262.8927532	319.5500662	13.5
195	268.9432587	350.9736592	13.5
196	272.1405901	316.5605579	12
196	285.0350347	314.0777767	12
196	274.9445482	261.6723463	12
196	262.0501035	264.1551276	12
197	220.0301675	353.0596124	4
197	254.7720639	346.1112331	4
197	249.8752272	321.6270495	4
197	215.1333308	328.5754288	4
198	220.0830843	326.4953926	3
198	231.7247742	324.5903888	3
198	224.6107564	281.1158358	3
198	212.9690665	283.0208396	3
199	198.8078959	508.1719019	8.5
199	213.0147981	506.4020184	8.5
199	210.5673974	486.7566666	8.5
199	196.3604951	488.52655	8.5
200	198.4752299	505.5015832	8.5
200	196.9620042	493.3548792	8.5
200	195.8974734	493.4874975	8.5
200	197.4106991	505.6342015	8.5
201	210.5673974	486.7566666	9.5
201	212.884748	505.3581028	9.5
201	222.6865895	504.136998	9.5
201	220.3692388	485.5355618	9.5
202	198.8078959	508.1719019	4
202	200.0417871	518.0763804	4
202	208.9282286	516.9693153	4
202	207.6943373	507.0648367	4
203	200.395399	522.0625546	10
203	202.5120699	541.7740524	10
203	214.4068182	540.496764	10
203	212.2901473	520.7852662	10
204	230.3462923	485.2853977	7.5
204	232.4417184	501.821592	7.5
204	284.4324474	495.2334539	7.5
204	282.3370213	478.6972595	7.5
205	235.3014204	501.9504953	7.5
205	235.5632145	504.0164611	7.5
205	244.5566419	502.8768359	7.5
205	244.2948478	500.8108702	7.5
206	244.7424441	500.417383	7.5
206	245.5084965	506.4627362	7.5
206	253.7355057	505.4202297	7.5
206	252.9694534	499.3748765	7.5
207	282.9994128	495.4820993	7.5
207	263.5355391	497.9485139	7.5
207	264.1336515	502.6685575	7.5
207	283.5975252	500.202143	7.5
208	282.7552017	500.4802942	7.5
208	271.1397796	501.9521721	7.5
208	271.4669694	504.5342118	7.5
208	283.0823915	503.0623339	7.5
209	282.7868138	478.935385	12.3
209	284.88224	495.4715793	12.3
209	314.3034676	491.7433932	12.3
209	312.2080415	475.2071989	12.3
210	315.4893793	491.8735359	12.3
210	294.2447886	494.6937302	12.3
210	296.9155921	514.8129568	12.3
210	318.1601828	511.9927625	12.3
211	300.4874742	521.6392205	8
211	302.4039106	535.6619256	8
211	326.2164583	532.4075441	8
211	324.3000219	518.3848389	8
212	306.0437354	537.7523777	3
212	306.9371942	543.770086	3
212	325.1141056	541.0713306	3
212	324.2206467	535.0536223	3
213	320.1501067	541.8083436	7.5
213	303.0852369	544.3419924	7.5
213	306.361236	566.40681	7.5
213	323.4261058	563.8731612	7.5
214	320.1501067	541.8083436	7.5
214	323.4261058	563.8731612	7.5
214	328.7611244	563.0810624	7.5
214	325.4851253	541.0162448	7.5
