id	x	y	z
215	303.2656048	544.1817655	6
215	293.3267516	545.5661058	6
215	295.5662144	561.6443005	6
215	305.5050676	560.2599602	6
216	202.5120699	541.7740524	12.5
216	204.1584787	557.1062343	12.5
216	226.0206769	554.7586158	12.5
216	224.3742681	539.4264338	12.5
217	204.1584787	557.1062343	10
217	206.5207954	579.1053086	10
217	223.3219215	577.3011609	10
217	220.9596048	555.3020866	10
218	208.5916211	578.8829381	7.5
218	210.0169737	592.1565344	7.5
218	227.1319291	590.3186869	7.5
218	225.7065765	577.0450905	7.5
219	208.5916211	578.8829381	7.5
219	207.2051366	579.0318223	7.5
219	208.081891	587.1965973	7.5
219	209.4683755	587.0477131	7.5
220	225.9530329	579.3402156	7.5
220	226.7977784	587.2069087	7.5
220	230.8361032	586.7732631	7.5
220	229.9913576	578.90657	7.5
221	210.0169737	592.1565344	6.5
221	211.2639593	603.769088	6.5
221	222.6869202	602.5424613	6.5
221	221.4399346	590.9299078	6.5
222	217.253381	534.5187212	4
222	247.6805252	531.079131	4
222	246.3805995	519.5797877	4
222	215.9534552	523.0193779	4
223	246.3805995	519.5797877	3
223	247.2994328	527.7079288	3
223	275.9909986	524.4645344	3
223	275.0721653	516.3363933	3
224	293.3267516	545.5661058	4
224	291.8660304	528.6978762	4
224	280.3916737	529.6915096	4
224	281.8523949	546.5597392	4
225	270.4347375	597.7542645	4
225	280.161234	595.9015985	4
225	276.9862276	579.2328151	4
225	267.2597311	581.0854812	4
226	190.3110239	226.9641039	20
226	239.5474349	217.3934882	20
226	236.8883671	200.1293912	20
226	186.342266	209.1046932	20
227	240.3041448	219.2382551	17
227	256.4543437	216.5203615	17
227	253.3190249	197.510011	17
227	237.2878887	200.188217	17
228	256.3749685	213.9406688	20
228	264.8681105	212.789729	20
228	262.4471682	195.4065692	20
228	254.088964	196.5105013	20
229	265.5712137	212.7949837	18
229	272.6071885	211.7578519	18
229	270.1862462	194.6260469	18
229	262.9789818	195.7167497	18
230	273.0305227	211.691706	9
230	282.9524175	211.1625383	9
230	281.6956442	194.427609	9
230	270.7815599	195.6843823	9
231	345.1645008	205.7792644	8
231	352.126819	204.4923129	8
231	348.8686749	186.7292263	8
231	341.8836609	187.6817282	8
232	314.7902734	212.2351106	8
232	320.6111183	211.4942758	8
232	317.3302784	194.1375744	8
232	311.7211006	194.8784092	8
233	368.6595478	202.2867574	10
233	375.2212276	200.9109213	10
233	371.0937193	181.6492161	10
233	365.2728743	182.7075516	10
234	294.7287892	211.5205224	20
234	309.9423613	209.5361435	20
234	307.5611065	191.279857	20
234	291.9506586	194.0579875	20
235	290.6471984	211.7880568	7
235	294.4109037	210.9644293	7
235	291.7769713	194.8486262	7
235	287.2076082	195.913025	7
236	320.9949674	211.424254	8
236	329.2896715	210.4849813	8
236	325.592112	193.1811966	8
236	317.6810545	194.0146358	8
237	329.6534743	210.3196163	8
237	337.4982618	209.0077596	8
237	334.4490568	192.8901544	8
237	326.2138841	193.8161979	8
238	337.5909902	207.4091939	8
238	344.7911059	205.8404767	8
238	341.6258941	188.1607178	8
238	333.9198891	189.1529073	8
239	352.6786825	205.6734308	8
239	359.9813996	204.5649173	8
239	356.3102985	185.6802441	8
239	349.2326802	186.6062877	8
240	360.7892984	203.6373652	10
240	368.3615842	202.3331933	10
240	365.3908165	185.8813279	10
240	357.1236914	186.9408934	10
241	375.3788573	199.599009	6
241	382.482934	198.2099437	6
241	377.2579006	172.7830935	6
241	370.4618501	174.0601485	6
242	166.5533981	211.0348086	19
242	169.7500121	231.7878848	19
242	188.3237992	228.1366275	19
242	185.180102	208.1773029	19
243	166.6614365	210.6820301	14
243	183.0127192	208.1155666	14
243	178.6400298	181.7815348	14
243	162.7455953	184.0648935	14
244	471.9647826	184.028274	8
244	550.2816059	172.9157518	8
244	546.5774319	148.0448687	8
244	468.2606086	159.1573909	8
245	433.148098	192.8821507	16
245	452.5156367	189.6277692	16
245	448.3865074	162.721601	16
245	429.4	165.8	16
246	399.8209345	194.7813061	6
246	411.2914383	193.2589487	6
246	407.404231	173.0015659	6
246	397.0854603	174.853653	6
247	412.9604921	193.4009818	17
247	419.9509957	191.6319895	17
247	415.2094549	170.7790615	17
247	408.3302745	172.6311485	17
248	421.109675	193.5861905	10
248	432.3544892	191.3372276	10
248	428.6503151	166.9955123	10
248	415.6857058	169.2444751	10
249	461.9332011	187.3808169	9
249	471.3523866	185.740397	9
249	467.4365455	159.3878443	9
249	458.4406941	161.2399313	9
250	450.3105941	162.559626	12
250	450.2915112	162.4041003	12
250	450.2915112	162.5628506	12
250	450.3105941	162.559626	12
251	135.4759204	241.1326932	5
251	152.6209546	237.5343527	5
251	149.0226141	223.5643247	5
251	132.300914	227.5859994	5
252	130.6642206	280.2480943	7
252	148.6527565	277.494747	7
252	147.1710868	264.5830545	7
252	128.9110624	267.0258671	7
253	146.9594197	337.1848664	9
253	166.6444591	334.2215271	9
253	161.1411148	301.2014611	9
253	141.3494163	303.4452643	9
254	150.6071668	358.5608017	14
254	167.5572734	356.6582387	14
254	166.6973759	349.6203079	14
254	149.3406745	352.160313	14
255	157.746624	401.7922744	8
255	173.9734321	399.8912418	8
255	169.3900779	372.2722119	8
255	154.035286	374.411814	8
256	149.8902472	374.7063834	14
256	169.2577859	372.007628	14
256	167.1239906	357.0843095	14
256	147.8193173	359.2511605	14
257	135.5293969	304.3764674	3
257	151.4044286	301.8364623	3
257	148.4410894	283.8447597	3
257	131.9310563	286.3847648	3
258	546.7427968	148.0448687	21
258	550.4469708	172.9157518	21
258	556.9915192	171.8819601	21
258	552.9345011	146.9515124	21
259	557.6265205	171.5644595	8
259	588.5449353	166.2182684	8
259	586.2165973	146.2157284	8
259	554.323501	151.2673468	8
260	580.6074194	184.7391388	8
260	582.4065897	204.8475123	8
260	596.9983897	203.8156352	8
260	595.7416164	183.2574691	8
261	584.0602388	216.6347234	7
261	598.8637059	216.2378476	7
261	598.8637059	211.2372126	7
261	583.7427382	211.3959629	7
262	605.5312193	216.2378476	14
262	583.5443003	216.952224	14
262	586.4811812	266.3235728	14
262	608.8649759	265.0535702	14
263	587.8852395	294.798088	13
263	590.7780231	294.8245464	13
263	589.4692928	274.9237795	13
263	586.7607581	275.0204443	13
264	591.042607	294.8245464	18
264	609.4576438	293.3428768	18
264	608.1876413	272.599502	18
264	589.7373266	273.8959629	18
265	586.959196	273.0360653	7
265	601.9743302	272.3084597	7
265	601.8393924	265.8142488	7
265	586.7060775	266.6410734	7
266	588.3753811	303.9182938	14
266	605.8643745	302.8970001	14
266	605.7056242	294.3932747	14
266	587.8305589	295.2161306	14
267	589.2610756	310.6598906	8
267	604.2762098	309.932285	8
267	604.1412721	303.4380741	8
267	589.0079571	304.2648987	8
268	589.0434554	311.6348822	17
268	590.1547076	328.4624158	17
268	609.6016215	326.557412	17
268	608.2522438	309.8886287	17
269	602.2197318	333.3043005	17
269	610.0778725	332.5899241	17
269	609.4428712	326.8749126	17
269	601.6687266	327.6364615	17
270	602.9341082	339.1780622	5
270	610.7922489	338.4636858	5
270	610.1572476	332.7486744	5
270	602.3831031	333.5102232	5
271	592.6153375	334.8918037	3
271	600.4734783	334.1774272	3
271	599.838477	328.4624158	3
271	592.0643324	329.2239647	3
272	594.4285717	348.5195679	6
272	594.5203414	368.1499952	6
272	613.4910043	370.2931245	6
272	614.2053807	350.2112093	6
273	594.3615911	368.4674959	10
273	594.1512908	378.766328	10
273	612.7878432	380.6602866	10
273	613.332254	370.6106251	10
274	599.4416012	387.517534	10
274	608.5697445	388.7081613	10
274	609.4428712	381.8025225	10
274	600.1559776	380.2943945	10
275	596.7243249	387.0598039	7
275	599.1248535	387.3181877	7
275	599.9979802	380.4125489	7
275	597.4981203	380.0065887	7
276	609.0868836	388.8035329	7
276	611.4874121	389.0619167	7
276	612.3605389	382.1562779	7
276	609.860679	381.7503177	7
277	595.151833	402.0831509	8
277	607.9300915	403.9848558	8
277	609.5149384	389.0651323	8
277	595.4864001	387.0571892	8
278	594.6993345	386.7569473	4
278	596.5213483	386.953062	4
278	597.394475	380.0474231	4
278	595.4453561	379.7308996	4
279	595.5277779	402.5939356	11
279	595.6157185	417.4022812	11
279	607.0721998	419.095618	11
279	607.7184244	404.40819	11
280	597.5909191	433.7530582	8
280	608.2531198	433.7547429	8
280	608.1569936	424.3343784	8
280	597.3090553	424.1227114	8
281	597.6265559	443.7019172	8
281	615.988676	443.4373333	8
281	615.988676	434.0181478	8
281	597.4850855	433.9647253	8
282	602.9526903	480.1179094	17
282	621.9934067	488.4470171	17
282	632.5767612	466.8172864	17
282	612.6668256	458.1521649	17
283	573.1538715	552.4644056	17
283	594.6380812	562.0952582	17
283	608.9256097	531.4035301	17
283	586.2084393	522.4989602	17
284	157.7836658	479.2937384	14
284	185.0887204	477.0712339	14
284	183.9774682	466.9112136	14
284	156.3785899	469.5987151	14
285	182.0486518	452.6607268	12
285	163.1044472	454.7773977	12
285	164.9290576	468.4795112	12
285	184.2949688	466.593713	12
286	179.5086467	436.4681944	14
286	160.6702757	439.114033	14
286	163.1044472	454.5657306	14
286	182.0486518	452.4490597	14
287	163.3161143	432.6581868	8
287	178.2386442	430.5415159	8
287	177.1803087	423.3448348	8
287	162.3636124	424.932338	8
288	156.1194333	409.9039746	12
288	171.0419631	407.7873037	12
288	169.9836277	400.5906227	12
288	155.1669314	402.1781258	12
289	174.0185316	400.1981566	10
289	170.170132	400.8746004	10
289	171.1477967	407.5227198	10
289	174.8651999	406.9185867	10
290	164.7051796	490.9504214	11
290	167.1393511	512.4346311	11
290	188.4118937	510.6354608	11
290	185.8718886	489.0454176	11
291	188.4118937	510.8338987	10
291	173.9785598	512.0546284	10
291	176.4842045	529.0633094	10
291	190.8460652	527.3439317	10
292	190.6961344	527.7275783	8
292	179.1205904	529.1166436	8
292	179.5836121	535.2020724	8
292	191.42374	534.143737	8
293	178.6575686	535.9296781	10
293	181.2372613	558.2870145	10
293	195.3197869	557.2060149	10
293	192.6425726	534.5409215	10
294	179.3409482	543.7705339	10
294	170.6391742	545.0214859	10
294	172.24141	559.6099338	10
294	181.0388234	558.4854524	10
295	189.3070691	566.753698	12
295	165.2299376	568.4734932	12
295	166.2882731	583.1578975	12
295	190.6299884	580.7766428	12
296	198.0383366	586.4651958	11
296	177.2685033	588.9787425	11
296	179.1205904	606.3089855	11
296	199.8904236	603.398563	11
297	199.7052149	604.1658562	8
297	185.1531025	606.2825271	8
297	185.8145621	612.3150392	8
297	200.4989665	610.383577	8
298	160.9348596	417.7091986	8
298	175.8573894	415.5925277	8
298	174.799054	408.3958466	8
298	159.9823577	409.9833498	8
